"","DI","SO","PY","author","country","country_code","jrnl_type"
"7567","10.1016/J.HYDROA.2019.100027","journal of hydrology x",2019,1,"BRAZIL","BRA","OA"
"7593","10.1016/J.HYDROA.2019.100029","journal of hydrology x",2019,1,"USA","USA","OA"
"7594","10.1016/J.HYDROA.2019.100029","journal of hydrology x",2019,2,"USA","USA","OA"
"7595","10.1016/J.HYDROA.2019.100029","journal of hydrology x",2019,3,"USA","USA","OA"
"7619","10.1016/J.HYDROA.2019.100031","journal of hydrology x",2019,1,"NETHERLANDS","NLD","OA"
"7620","10.1016/J.HYDROA.2019.100031","journal of hydrology x",2019,2,"NETHERLANDS","NLD","OA"
"7621","10.1016/J.HYDROA.2019.100031","journal of hydrology x",2019,3,"NETHERLANDS","NLD","OA"
"7622","10.1016/J.HYDROA.2019.100031","journal of hydrology x",2019,4,"NETHERLANDS","NLD","OA"
"7645","10.1016/J.HYDROA.2019.100032","journal of hydrology x",2019,1,"CANADA","CAN","OA"
"7646","10.1016/J.HYDROA.2019.100032","journal of hydrology x",2019,2,"CANADA","CAN","OA"
"7647","10.1016/J.HYDROA.2019.100032","journal of hydrology x",2019,3,"CANADA","CAN","OA"
"7671","10.1016/J.HYDROA.2019.100034","journal of hydrology x",2019,1,"FRANCE","FRA","OA"
"7672","10.1016/J.HYDROA.2019.100034","journal of hydrology x",2019,2,"ITALY","ITA","OA"
"7673","10.1016/J.HYDROA.2019.100034","journal of hydrology x",2019,3,"UNITED KINGDOM","GBR","OA"
"7674","10.1016/J.HYDROA.2019.100034","journal of hydrology x",2019,4,"UNITED KINGDOM","GBR","OA"
"7697","10.1016/J.HYDROA.2019.100035","journal of hydrology x",2019,1,"UNITED KINGDOM","GBR","OA"
"7698","10.1016/J.HYDROA.2019.100035","journal of hydrology x",2019,2,"UNITED KINGDOM","GBR","OA"
"7699","10.1016/J.HYDROA.2019.100035","journal of hydrology x",2019,3,"UNITED KINGDOM","GBR","OA"
"7723","10.1016/J.HYDROA.2019.100036","journal of hydrology x",2019,1,"GERMANY","DEU","OA"
"7724","10.1016/J.HYDROA.2019.100036","journal of hydrology x",2019,2,"SPAIN","ESP","OA"
"7725","10.1016/J.HYDROA.2019.100036","journal of hydrology x",2019,3,"SWEDEN","SWE","OA"
"7726","10.1016/J.HYDROA.2019.100036","journal of hydrology x",2019,4,"SWEDEN","SWE","OA"
"7749","10.1016/J.HYDROA.2019.100037","journal of hydrology x",2019,1,"BELGIUM","BEL","OA"
"7750","10.1016/J.HYDROA.2019.100037","journal of hydrology x",2019,2,"CANADA","CAN","OA"
"7751","10.1016/J.HYDROA.2019.100037","journal of hydrology x",2019,3,"UNITED KINGDOM","GBR","OA"
"7775","10.1016/J.HYDROA.2019.100038","journal of hydrology x",2019,1,"CHINA","CHN","OA"
"7776","10.1016/J.HYDROA.2019.100038","journal of hydrology x",2019,2,"CHINA","CHN","OA"
"7777","10.1016/J.HYDROA.2019.100038","journal of hydrology x",2019,3,"CHINA","CHN","OA"
"7778","10.1016/J.HYDROA.2019.100038","journal of hydrology x",2019,4,"CHINA","CHN","OA"
"7801","10.1016/J.HYDROA.2019.100039","journal of hydrology x",2019,1,"UNITED KINGDOM","GBR","OA"
"7802","10.1016/J.HYDROA.2019.100039","journal of hydrology x",2019,2,"UNITED KINGDOM","GBR","OA"
"7827","10.1016/J.HYDROA.2019.100040","journal of hydrology x",2019,1,"NETHERLANDS","NLD","OA"
"7828","10.1016/J.HYDROA.2019.100040","journal of hydrology x",2019,2,"NETHERLANDS","NLD","OA"
"7829","10.1016/J.HYDROA.2019.100040","journal of hydrology x",2019,3,"NETHERLANDS","NLD","OA"
"7830","10.1016/J.HYDROA.2019.100040","journal of hydrology x",2019,4,"NETHERLANDS","NLD","OA"
"7831","10.1016/J.HYDROA.2019.100040","journal of hydrology x",2019,5,"NETHERLANDS","NLD","OA"
"7832","10.1016/J.HYDROA.2019.100040","journal of hydrology x",2019,6,"NETHERLANDS","NLD","OA"
"7853","10.1016/J.HYDROA.2019.100041","journal of hydrology x",2019,1,"USA","USA","OA"
"7854","10.1016/J.HYDROA.2019.100041","journal of hydrology x",2019,2,"USA","USA","OA"
"7855","10.1016/J.HYDROA.2019.100041","journal of hydrology x",2019,3,"USA","USA","OA"
"7879","10.1016/J.IJPX.2018.100001","international journal of pharmaceutics: x",2019,1,"FRANCE","FRA","OA"
"7880","10.1016/J.IJPX.2018.100001","international journal of pharmaceutics: x",2019,2,"FRANCE","FRA","OA"
"7881","10.1016/J.IJPX.2018.100001","international journal of pharmaceutics: x",2019,3,"FRANCE","FRA","OA"
"7882","10.1016/J.IJPX.2018.100001","international journal of pharmaceutics: x",2019,4,"FRANCE","FRA","OA"
"7883","10.1016/J.IJPX.2018.100001","international journal of pharmaceutics: x",2019,5,"FRANCE","FRA","OA"
"7884","10.1016/J.IJPX.2018.100001","international journal of pharmaceutics: x",2019,6,"FRANCE","FRA","OA"
"7905","10.1016/J.IJPX.2018.100002","international journal of pharmaceutics: x",2019,1,"USA","USA","OA"
"7906","10.1016/J.IJPX.2018.100002","international journal of pharmaceutics: x",2019,2,"USA","USA","OA"
"7907","10.1016/J.IJPX.2018.100002","international journal of pharmaceutics: x",2019,3,"USA","USA","OA"
"7931","10.1016/J.IJPX.2018.100003","international journal of pharmaceutics: x",2019,1,"ROMANIA","ROU","OA"
"7932","10.1016/J.IJPX.2018.100003","international journal of pharmaceutics: x",2019,2,"UNITED KINGDOM","GBR","OA"
"7933","10.1016/J.IJPX.2018.100003","international journal of pharmaceutics: x",2019,3,"UNITED KINGDOM","GBR","OA"
"7934","10.1016/J.IJPX.2018.100003","international journal of pharmaceutics: x",2019,4,"UNITED KINGDOM","GBR","OA"
"7957","10.1016/J.IJPX.2018.100004","international journal of pharmaceutics: x",2019,1,"AUSTRIA","AUT","OA"
"7958","10.1016/J.IJPX.2018.100004","international journal of pharmaceutics: x",2019,2,"AUSTRIA","AUT","OA"
"7959","10.1016/J.IJPX.2018.100004","international journal of pharmaceutics: x",2019,3,"ITALY","ITA","OA"
"7960","10.1016/J.IJPX.2018.100004","international journal of pharmaceutics: x",2019,4,"UNITED KINGDOM","GBR","OA"
"7961","10.1016/J.IJPX.2018.100004","international journal of pharmaceutics: x",2019,5,"UNITED KINGDOM","GBR","OA"
"7962","10.1016/J.IJPX.2018.100004","international journal of pharmaceutics: x",2019,6,"UNITED KINGDOM","GBR","OA"
"7983","10.1016/J.IJPX.2019.100005","international journal of pharmaceutics: x",2019,1,"AUSTRIA","AUT","OA"
"7984","10.1016/J.IJPX.2019.100005","international journal of pharmaceutics: x",2019,2,"AUSTRIA","AUT","OA"
"7985","10.1016/J.IJPX.2019.100005","international journal of pharmaceutics: x",2019,3,"BELGIUM","BEL","OA"
"7986","10.1016/J.IJPX.2019.100005","international journal of pharmaceutics: x",2019,4,"GERMANY","DEU","OA"
"8009","10.1016/J.IJPX.2019.100006","international journal of pharmaceutics: x",2019,1,"SPAIN","ESP","OA"
"8010","10.1016/J.IJPX.2019.100006","international journal of pharmaceutics: x",2019,2,"SPAIN","ESP","OA"
"8011","10.1016/J.IJPX.2019.100006","international journal of pharmaceutics: x",2019,3,"UNITED KINGDOM","GBR","OA"
"8035","10.1016/J.IJPX.2019.100007","international journal of pharmaceutics: x",2019,1,"UNITED KINGDOM","GBR","OA"
"8036","10.1016/J.IJPX.2019.100007","international journal of pharmaceutics: x",2019,2,"UNITED KINGDOM","GBR","OA"
"8061","10.1016/J.IJPX.2019.100008","international journal of pharmaceutics: x",2019,1,"DENMARK","DNK","OA"
"8062","10.1016/J.IJPX.2019.100008","international journal of pharmaceutics: x",2019,2,"DENMARK","DNK","OA"
"8063","10.1016/J.IJPX.2019.100008","international journal of pharmaceutics: x",2019,3,"DENMARK","DNK","OA"
"8087","10.1016/J.IJPX.2019.100009","international journal of pharmaceutics: x",2019,1,"USA","USA","OA"
"8113","10.1016/J.IJPX.2019.100010","international journal of pharmaceutics: x",2019,1,"USA","USA","OA"
"8139","10.1016/J.IJPX.2019.100011","international journal of pharmaceutics: x",2019,1,"GERMANY","DEU","OA"
"8140","10.1016/J.IJPX.2019.100011","international journal of pharmaceutics: x",2019,2,"INDIA","IND","OA"
"8141","10.1016/J.IJPX.2019.100011","international journal of pharmaceutics: x",2019,3,"NETHERLANDS","NLD","OA"
"8142","10.1016/J.IJPX.2019.100011","international journal of pharmaceutics: x",2019,4,"NETHERLANDS","NLD","OA"
"8143","10.1016/J.IJPX.2019.100011","international journal of pharmaceutics: x",2019,5,"NETHERLANDS","NLD","OA"
"8144","10.1016/J.IJPX.2019.100011","international journal of pharmaceutics: x",2019,6,"NETHERLANDS","NLD","OA"
"8165","10.1016/J.IJPX.2019.100012","international journal of pharmaceutics: x",2019,1,"JAPAN","JPN","OA"
"8166","10.1016/J.IJPX.2019.100012","international journal of pharmaceutics: x",2019,2,"JAPAN","JPN","OA"
"8191","10.1016/J.IJPX.2019.100013","international journal of pharmaceutics: x",2019,1,"UNITED KINGDOM","GBR","OA"
"8192","10.1016/J.IJPX.2019.100013","international journal of pharmaceutics: x",2019,2,"UNITED KINGDOM","GBR","OA"
"8193","10.1016/J.IJPX.2019.100013","international journal of pharmaceutics: x",2019,3,"UNITED KINGDOM","GBR","OA"
"8194","10.1016/J.IJPX.2019.100013","international journal of pharmaceutics: x",2019,4,"UNITED KINGDOM","GBR","OA"
"8217","10.1016/J.IJPX.2019.100014","international journal of pharmaceutics: x",2019,1,"GREECE","GRC","OA"
"8218","10.1016/J.IJPX.2019.100014","international journal of pharmaceutics: x",2019,2,"GREECE","GRC","OA"
"8219","10.1016/J.IJPX.2019.100014","international journal of pharmaceutics: x",2019,3,"GREECE","GRC","OA"
"8243","10.1016/J.IJPX.2019.100015","international journal of pharmaceutics: x",2019,1,"GERMANY","DEU","OA"
"8244","10.1016/J.IJPX.2019.100015","international journal of pharmaceutics: x",2019,2,"GERMANY","DEU","OA"
"8245","10.1016/J.IJPX.2019.100015","international journal of pharmaceutics: x",2019,3,"GERMANY","DEU","OA"
"8269","10.1016/J.IJPX.2019.100016","international journal of pharmaceutics: x",2019,1,"BELGIUM","BEL","OA"
"8270","10.1016/J.IJPX.2019.100016","international journal of pharmaceutics: x",2019,2,"BELGIUM","BEL","OA"
"8271","10.1016/J.IJPX.2019.100016","international journal of pharmaceutics: x",2019,3,"BELGIUM","BEL","OA"
"8272","10.1016/J.IJPX.2019.100016","international journal of pharmaceutics: x",2019,4,"BELGIUM","BEL","OA"
"8273","10.1016/J.IJPX.2019.100016","international journal of pharmaceutics: x",2019,5,"BELGIUM","BEL","OA"
"8274","10.1016/J.IJPX.2019.100016","international journal of pharmaceutics: x",2019,6,"DENMARK","DNK","OA"
"8275","10.1016/J.IJPX.2019.100016","international journal of pharmaceutics: x",2019,7,"GERMANY","DEU","OA"
"8276","10.1016/J.IJPX.2019.100016","international journal of pharmaceutics: x",2019,8,"NETHERLANDS","NLD","OA"
"8295","10.1016/J.IJPX.2019.100017","international journal of pharmaceutics: x",2019,1,"BELGIUM","BEL","OA"
"8296","10.1016/J.IJPX.2019.100017","international journal of pharmaceutics: x",2019,2,"DENMARK","DNK","OA"
"8297","10.1016/J.IJPX.2019.100017","international journal of pharmaceutics: x",2019,3,"GREECE","GRC","OA"
"8298","10.1016/J.IJPX.2019.100017","international journal of pharmaceutics: x",2019,4,"IRELAND","IRL","OA"
"8321","10.1016/J.IJPX.2019.100018","international journal of pharmaceutics: x",2019,1,"CANADA","CAN","OA"
"8322","10.1016/J.IJPX.2019.100018","international journal of pharmaceutics: x",2019,2,"SWITZERLAND","CHE","OA"
"8323","10.1016/J.IJPX.2019.100018","international journal of pharmaceutics: x",2019,3,"UNITED KINGDOM","GBR","OA"
"8347","10.1016/J.IJPX.2019.100019","international journal of pharmaceutics: x",2019,1,"BELGIUM","BEL","OA"
"8348","10.1016/J.IJPX.2019.100019","international journal of pharmaceutics: x",2019,2,"BELGIUM","BEL","OA"
"8349","10.1016/J.IJPX.2019.100019","international journal of pharmaceutics: x",2019,3,"BELGIUM","BEL","OA"
"8350","10.1016/J.IJPX.2019.100019","international journal of pharmaceutics: x",2019,4,"BELGIUM","BEL","OA"
"8373","10.1016/J.IJPX.2019.100020","international journal of pharmaceutics: x",2019,1,"NETHERLANDS","NLD","OA"
"8374","10.1016/J.IJPX.2019.100020","international journal of pharmaceutics: x",2019,2,"NETHERLANDS","NLD","OA"
"8375","10.1016/J.IJPX.2019.100020","international journal of pharmaceutics: x",2019,3,"NETHERLANDS","NLD","OA"
"8376","10.1016/J.IJPX.2019.100020","international journal of pharmaceutics: x",2019,4,"NETHERLANDS","NLD","OA"
"8399","10.1016/J.IJPX.2019.100021","international journal of pharmaceutics: x",2019,1,"BELGIUM","BEL","OA"
"8400","10.1016/J.IJPX.2019.100021","international journal of pharmaceutics: x",2019,2,"BELGIUM","BEL","OA"
"8401","10.1016/J.IJPX.2019.100021","international journal of pharmaceutics: x",2019,3,"USA","USA","OA"
"8425","10.1016/J.IJPX.2019.100022","international journal of pharmaceutics: x",2019,1,"UNITED KINGDOM","GBR","OA"
"8426","10.1016/J.IJPX.2019.100022","international journal of pharmaceutics: x",2019,2,"UNITED KINGDOM","GBR","OA"
"8451","10.1016/J.IJPX.2019.100023","international journal of pharmaceutics: x",2019,1,"SOUTH AFRICA","ZAF","OA"
"8452","10.1016/J.IJPX.2019.100023","international journal of pharmaceutics: x",2019,2,"USA","USA","OA"
"8477","10.1016/J.IJPX.2019.100024","international journal of pharmaceutics: x",2019,1,"UNITED KINGDOM","GBR","OA"
"8503","10.1016/J.IJPX.2019.100025","international journal of pharmaceutics: x",2019,1,"UNITED KINGDOM","GBR","OA"
"8504","10.1016/J.IJPX.2019.100025","international journal of pharmaceutics: x",2019,2,"UNITED KINGDOM","GBR","OA"
"8505","10.1016/J.IJPX.2019.100025","international journal of pharmaceutics: x",2019,3,"UNITED KINGDOM","GBR","OA"
"8529","10.1016/J.IJPX.2019.100026","international journal of pharmaceutics: x",2019,1,"BRAZIL","BRA","OA"
"8530","10.1016/J.IJPX.2019.100026","international journal of pharmaceutics: x",2019,2,"DENMARK","DNK","OA"
"8531","10.1016/J.IJPX.2019.100026","international journal of pharmaceutics: x",2019,3,"DENMARK","DNK","OA"
"8532","10.1016/J.IJPX.2019.100026","international journal of pharmaceutics: x",2019,4,"USA","USA","OA"
"8555","10.1016/J.IJPX.2019.100027","international journal of pharmaceutics: x",2019,1,"CHINA","CHN","OA"
"8556","10.1016/J.IJPX.2019.100027","international journal of pharmaceutics: x",2019,2,"CHINA","CHN","OA"
"8557","10.1016/J.IJPX.2019.100027","international journal of pharmaceutics: x",2019,3,"CHINA","CHN","OA"
"8558","10.1016/J.IJPX.2019.100027","international journal of pharmaceutics: x",2019,4,"CHINA","CHN","OA"
"8559","10.1016/J.IJPX.2019.100027","international journal of pharmaceutics: x",2019,5,"CHINA","CHN","OA"
"8560","10.1016/J.IJPX.2019.100027","international journal of pharmaceutics: x",2019,6,"USA","USA","OA"
"8581","10.1016/J.IJPX.2019.100028","international journal of pharmaceutics: x",2019,1,"BELGIUM","BEL","OA"
"8582","10.1016/J.IJPX.2019.100028","international journal of pharmaceutics: x",2019,2,"CHINA","CHN","OA"
"8583","10.1016/J.IJPX.2019.100028","international journal of pharmaceutics: x",2019,3,"SWITZERLAND","CHE","OA"
"8584","10.1016/J.IJPX.2019.100028","international journal of pharmaceutics: x",2019,4,"USA","USA","OA"
"8607","10.1016/J.IJPX.2019.100029","international journal of pharmaceutics: x",2019,1,"GERMANY","DEU","OA"
"8608","10.1016/J.IJPX.2019.100029","international journal of pharmaceutics: x",2019,2,"GERMANY","DEU","OA"
"8633","10.1016/J.IJPX.2019.100030","international journal of pharmaceutics: x",2019,1,"DENMARK","DNK","OA"
"8634","10.1016/J.IJPX.2019.100030","international journal of pharmaceutics: x",2019,2,"NEW ZEALAND","NZL","OA"
"8659","10.1016/J.IJPX.2019.100032","international journal of pharmaceutics: x",2019,1,"UNITED KINGDOM","GBR","OA"
"8685","10.1016/J.IJPX.2019.100033","international journal of pharmaceutics: x",2019,1,"UNITED KINGDOM","GBR","OA"
"8686","10.1016/J.IJPX.2019.100033","international journal of pharmaceutics: x",2019,2,"UNITED KINGDOM","GBR","OA"
"8711","10.1016/J.JAESX.2018.100003","journal of asian earth sciences: x",2019,1,"AUSTRALIA","AUS","OA"
"8737","10.1016/J.JAESX.2018.100004","journal of asian earth sciences: x",2019,1,"JAPAN","JPN","OA"
"8738","10.1016/J.JAESX.2018.100004","journal of asian earth sciences: x",2019,2,"JAPAN","JPN","OA"
"8739","10.1016/J.JAESX.2018.100004","journal of asian earth sciences: x",2019,3,"JAPAN","JPN","OA"
"8740","10.1016/J.JAESX.2018.100004","journal of asian earth sciences: x",2019,4,"JAPAN","JPN","OA"
"8741","10.1016/J.JAESX.2018.100004","journal of asian earth sciences: x",2019,5,"JAPAN","JPN","OA"
"8742","10.1016/J.JAESX.2018.100004","journal of asian earth sciences: x",2019,6,"JAPAN","JPN","OA"
"8743","10.1016/J.JAESX.2018.100004","journal of asian earth sciences: x",2019,7,"JAPAN","JPN","OA"
"8744","10.1016/J.JAESX.2018.100004","journal of asian earth sciences: x",2019,8,"JAPAN","JPN","OA"
"8745","10.1016/J.JAESX.2018.100004","journal of asian earth sciences: x",2019,9,"JAPAN","JPN","OA"
"8763","10.1016/J.JAESX.2019.100005","journal of asian earth sciences: x",2019,1,"JAPAN","JPN","OA"
"8764","10.1016/J.JAESX.2019.100005","journal of asian earth sciences: x",2019,2,"JAPAN","JPN","OA"
"8765","10.1016/J.JAESX.2019.100005","journal of asian earth sciences: x",2019,3,"JAPAN","JPN","OA"
"8766","10.1016/J.JAESX.2019.100005","journal of asian earth sciences: x",2019,4,"JAPAN","JPN","OA"
"8789","10.1016/J.JAESX.2019.100006","journal of asian earth sciences: x",2019,1,"CHINA","CHN","OA"
"8790","10.1016/J.JAESX.2019.100006","journal of asian earth sciences: x",2019,2,"ITALY","ITA","OA"
"8815","10.1016/J.JAESX.2019.100007","journal of asian earth sciences: x",2019,1,"JAPAN","JPN","OA"
"8816","10.1016/J.JAESX.2019.100007","journal of asian earth sciences: x",2019,2,"PHILIPPINES","PHL","OA"
"8817","10.1016/J.JAESX.2019.100007","journal of asian earth sciences: x",2019,3,"PHILIPPINES","PHL","OA"
"8818","10.1016/J.JAESX.2019.100007","journal of asian earth sciences: x",2019,4,"PHILIPPINES","PHL","OA"
"8819","10.1016/J.JAESX.2019.100007","journal of asian earth sciences: x",2019,5,"PHILIPPINES","PHL","OA"
"8841","10.1016/J.JAESX.2019.100008","journal of asian earth sciences: x",2019,1,"CHINA","CHN","OA"
"8842","10.1016/J.JAESX.2019.100008","journal of asian earth sciences: x",2019,2,"CHINA","CHN","OA"
"8867","10.1016/J.JCPX.2018.100001","journal of computational physics: x",2019,1,"USA","USA","OA"
"8893","10.1016/J.JCPX.2019.100002","journal of computational physics: x",2019,1,"USA","USA","OA"
"8894","10.1016/J.JCPX.2019.100002","journal of computational physics: x",2019,2,"USA","USA","OA"
"8895","10.1016/J.JCPX.2019.100002","journal of computational physics: x",2019,3,"USA","USA","OA"
"8919","10.1016/J.JCPX.2019.100003","journal of computational physics: x",2019,1,"CHINA","CHN","OA"
"8920","10.1016/J.JCPX.2019.100003","journal of computational physics: x",2019,2,"CHINA","CHN","OA"
"8921","10.1016/J.JCPX.2019.100003","journal of computational physics: x",2019,3,"CHINA","CHN","OA"
"8922","10.1016/J.JCPX.2019.100003","journal of computational physics: x",2019,4,"CHINA","CHN","OA"
"8945","10.1016/J.JCPX.2019.100004","journal of computational physics: x",2019,1,"UNITED KINGDOM","GBR","OA"
"8971","10.1016/J.JCPX.2019.100005","journal of computational physics: x",2019,1,"SWITZERLAND","CHE","OA"
"8972","10.1016/J.JCPX.2019.100005","journal of computational physics: x",2019,2,"USA","USA","OA"
"8973","10.1016/J.JCPX.2019.100005","journal of computational physics: x",2019,3,"USA","USA","OA"
"8997","10.1016/J.JCPX.2019.100006","journal of computational physics: x",2019,1,"USA","USA","OA"
"8998","10.1016/J.JCPX.2019.100006","journal of computational physics: x",2019,2,"USA","USA","OA"
"8999","10.1016/J.JCPX.2019.100006","journal of computational physics: x",2019,3,"USA","USA","OA"
"9023","10.1016/J.JCPX.2019.100007","journal of computational physics: x",2019,1,"USA","USA","OA"
"9024","10.1016/J.JCPX.2019.100007","journal of computational physics: x",2019,2,"USA","USA","OA"
"9049","10.1016/J.JCPX.2019.100008","journal of computational physics: x",2019,1,"FRANCE","FRA","OA"
"9050","10.1016/J.JCPX.2019.100008","journal of computational physics: x",2019,2,"FRANCE","FRA","OA"
"9075","10.1016/J.JCPX.2019.100009","journal of computational physics: x",2019,1,"BANGLADESH","BGD","OA"
"9076","10.1016/J.JCPX.2019.100009","journal of computational physics: x",2019,2,"CHINA","CHN","OA"
"9101","10.1016/J.JCPX.2019.100010","journal of computational physics: x",2019,1,"UNITED KINGDOM","GBR","OA"
"9102","10.1016/J.JCPX.2019.100010","journal of computational physics: x",2019,2,"UNITED KINGDOM","GBR","OA"
"9103","10.1016/J.JCPX.2019.100010","journal of computational physics: x",2019,3,"UNITED KINGDOM","GBR","OA"
"9127","10.1016/J.JCPX.2019.100011","journal of computational physics: x",2019,1,"GERMANY","DEU","OA"
"9128","10.1016/J.JCPX.2019.100011","journal of computational physics: x",2019,2,"UNITED KINGDOM","GBR","OA"
"9153","10.1016/J.JCPX.2019.100012","journal of computational physics: x",2019,1,"AUSTRALIA","AUS","OA"
"9154","10.1016/J.JCPX.2019.100012","journal of computational physics: x",2019,2,"USA","USA","OA"
"9155","10.1016/J.JCPX.2019.100012","journal of computational physics: x",2019,3,"USA","USA","OA"
"9156","10.1016/J.JCPX.2019.100012","journal of computational physics: x",2019,4,"USA","USA","OA"
"9157","10.1016/J.JCPX.2019.100012","journal of computational physics: x",2019,5,"USA","USA","OA"
"9158","10.1016/J.JCPX.2019.100012","journal of computational physics: x",2019,6,"USA","USA","OA"
"9179","10.1016/J.JCPX.2019.100013","journal of computational physics: x",2019,1,"AUSTRALIA","AUS","OA"
"9180","10.1016/J.JCPX.2019.100013","journal of computational physics: x",2019,2,"USA","USA","OA"
"9181","10.1016/J.JCPX.2019.100013","journal of computational physics: x",2019,3,"USA","USA","OA"
"9182","10.1016/J.JCPX.2019.100013","journal of computational physics: x",2019,4,"USA","USA","OA"
"9183","10.1016/J.JCPX.2019.100013","journal of computational physics: x",2019,5,"USA","USA","OA"
"9184","10.1016/J.JCPX.2019.100013","journal of computational physics: x",2019,6,"USA","USA","OA"
"9185","10.1016/J.JCPX.2019.100013","journal of computational physics: x",2019,7,"USA","USA","OA"
"9205","10.1016/J.JCPX.2019.100014","journal of computational physics: x",2019,1,"USA","USA","OA"
"9231","10.1016/J.JCPX.2019.100015","journal of computational physics: x",2019,1,"FRANCE","FRA","OA"
"9232","10.1016/J.JCPX.2019.100015","journal of computational physics: x",2019,2,"FRANCE","FRA","OA"
"9257","10.1016/J.JCPX.2019.100016","journal of computational physics: x",2019,1,"USA","USA","OA"
"9283","10.1016/J.JCPX.2019.100017","journal of computational physics: x",2019,1,"CANADA","CAN","OA"
"9309","10.1016/J.JCPX.2019.100018","journal of computational physics: x",2019,1,"MEXICO","MEX","OA"
"9310","10.1016/J.JCPX.2019.100018","journal of computational physics: x",2019,2,"USA","USA","OA"
"9335","10.1016/J.JCPX.2019.100019","journal of computational physics: x",2019,1,"GERMANY","DEU","OA"
"9336","10.1016/J.JCPX.2019.100019","journal of computational physics: x",2019,2,"GERMANY","DEU","OA"
"9337","10.1016/J.JCPX.2019.100019","journal of computational physics: x",2019,3,"UNITED KINGDOM","GBR","OA"
"9361","10.1016/J.JCPX.2019.100020","journal of computational physics: x",2019,1,"USA","USA","OA"
"9362","10.1016/J.JCPX.2019.100020","journal of computational physics: x",2019,2,"USA","USA","OA"
"9387","10.1016/J.JCPX.2019.100021","journal of computational physics: x",2019,1,"USA","USA","OA"
"9413","10.1016/J.JCPX.2019.100022","journal of computational physics: x",2019,1,"USA","USA","OA"
"9414","10.1016/J.JCPX.2019.100022","journal of computational physics: x",2019,2,"USA","USA","OA"
"9415","10.1016/J.JCPX.2019.100022","journal of computational physics: x",2019,3,"USA","USA","OA"
"9439","10.1016/J.JCPX.2019.100023","journal of computational physics: x",2019,1,"CANADA","CAN","OA"
"9465","10.1016/J.JCPX.2019.100024","journal of computational physics: x",2019,1,"USA","USA","OA"
"9466","10.1016/J.JCPX.2019.100024","journal of computational physics: x",2019,2,"USA","USA","OA"
"9491","10.1016/J.JCPX.2019.100025","journal of computational physics: x",2019,1,"ITALY","ITA","OA"
"9492","10.1016/J.JCPX.2019.100025","journal of computational physics: x",2019,2,"UNITED KINGDOM","GBR","OA"
"9493","10.1016/J.JCPX.2019.100025","journal of computational physics: x",2019,3,"UNITED KINGDOM","GBR","OA"
"9494","10.1016/J.JCPX.2019.100025","journal of computational physics: x",2019,4,"UNITED KINGDOM","GBR","OA"
"9543","10.1016/J.JCPX.2019.100031","journal of computational physics: x",2019,1,"CHINA","CHN","OA"
"9544","10.1016/J.JCPX.2019.100031","journal of computational physics: x",2019,2,"CHINA","CHN","OA"
"9545","10.1016/J.JCPX.2019.100031","journal of computational physics: x",2019,3,"CHINA","CHN","OA"
"9546","10.1016/J.JCPX.2019.100031","journal of computational physics: x",2019,4,"USA","USA","OA"
"9547","10.1016/J.JCPX.2019.100031","journal of computational physics: x",2019,5,"USA","USA","OA"
"9548","10.1016/J.JCPX.2019.100031","journal of computational physics: x",2019,6,"USA","USA","OA"
"9569","10.1016/J.JCPX.2019.100032","journal of computational physics: x",2019,1,"NETHERLANDS","NLD","OA"
"9595","10.1016/J.JCPX.2019.100033","journal of computational physics: x",2019,1,"NORWAY","NOR","OA"
"9596","10.1016/J.JCPX.2019.100033","journal of computational physics: x",2019,2,"USA","USA","OA"
"9597","10.1016/J.JCPX.2019.100033","journal of computational physics: x",2019,3,"USA","USA","OA"
"9598","10.1016/J.JCPX.2019.100033","journal of computational physics: x",2019,4,"USA","USA","OA"
"9599","10.1016/J.JCPX.2019.100033","journal of computational physics: x",2019,5,"USA","USA","OA"
"9621","10.1016/J.JCPX.2019.100036","journal of computational physics: x",2019,1,"UNITED KINGDOM","GBR","OA"
"9647","10.1016/J.JCPX.2019.100037","journal of computational physics: x",2019,1,"UNITED KINGDOM","GBR","OA"
"9673","10.1016/J.JVACX.2018.100001","vaccine: x",2019,1,"SOUTH AFRICA","ZAF","OA"
"9674","10.1016/J.JVACX.2018.100001","vaccine: x",2019,2,"SOUTH AFRICA","ZAF","OA"
"9675","10.1016/J.JVACX.2018.100001","vaccine: x",2019,3,"SOUTH AFRICA","ZAF","OA"
"9676","10.1016/J.JVACX.2018.100001","vaccine: x",2019,4,"SOUTH AFRICA","ZAF","OA"
"9677","10.1016/J.JVACX.2018.100001","vaccine: x",2019,5,"SOUTH AFRICA","ZAF","OA"
"9699","10.1016/J.JVACX.2018.100002","vaccine: x",2019,1,"USA","USA","OA"
"9700","10.1016/J.JVACX.2018.100002","vaccine: x",2019,2,"USA","USA","OA"
"9725","10.1016/J.JVACX.2018.100003","vaccine: x",2019,1,"USA","USA","OA"
"9751","10.1016/J.JVACX.2019.100004","vaccine: x",2019,1,"USA","USA","OA"
"9752","10.1016/J.JVACX.2019.100004","vaccine: x",2019,2,"USA","USA","OA"
"9777","10.1016/J.JVACX.2019.100005","vaccine: x",2019,1,"UNITED KINGDOM","GBR","OA"
"9778","10.1016/J.JVACX.2019.100005","vaccine: x",2019,2,"UNITED KINGDOM","GBR","OA"
"9779","10.1016/J.JVACX.2019.100005","vaccine: x",2019,3,"UNITED KINGDOM","GBR","OA"
