Richness,InvSimpsons,Code,Shannon,Even,Code.numeric,Change_in_Div,above_upper_ci,below_lower_ci,Effect on Diversity
134,7.013874398458928,CRI,2.9061731726161306,0.593358152025564,32,-0.0033,FALSE,FALSE,None
134,7.011426154648474,CUB,2.905271848115516,0.593174127121233,33,-0.0057,FALSE,FALSE,None
134,7.012241854169717,CYP,2.9055618967114136,0.5932333468196601,34,-0.0049,FALSE,FALSE,None
134,6.946611659282335,CZE,2.890340220950099,0.5901255122674832,35,-0.0705,FALSE,FALSE,None
134,6.687724042845171,DEU,2.8614593339694876,0.5842288541160874,36,-0.3294,FALSE,TRUE,Significant Decrease
134,6.940734841816861,DNK,2.8893133547920824,0.5899158553166726,37,-0.0764,FALSE,FALSE,None
134,7.016735027729904,DOM,2.9074301866372334,0.5936147986437558,38,-4e-4,FALSE,FALSE,None
134,6.997213080376042,DZA,2.901038010246539,0.5923096974865562,39,-0.0199,FALSE,FALSE,None
134,7.01469124345996,ECU,2.906499365650907,0.593424751393469,40,-0.0025,FALSE,FALSE,None
134,6.9383899719624775,EGY,2.888912239628806,0.5898339589746812,41,-0.0788,FALSE,TRUE,Significant Decrease
134,6.704594098230251,ESP,2.8626605956943063,0.5844741176963357,42,-0.3125,FALSE,TRUE,Significant Decrease
134,7.0089813451820735,EST,2.904447721494176,0.5930058638347637,43,-0.0082,FALSE,FALSE,None
134,7.013874398458928,ETH,2.9061731726161306,0.593358152025564,44,-0.0033,FALSE,FALSE,None
134,6.954874417609651,FIN,2.8918403702137496,0.5904318002076616,45,-0.0623,FALSE,FALSE,None
134,7.016735027729904,FJI,2.9074301866372334,0.5936147986437558,46,-4e-4,FALSE,FALSE,None
134,6.676274652982552,FRA,2.860684868375297,0.5840707302031333,47,-0.3409,FALSE,TRUE,Significant Decrease
134,6.728111583172709,GBR,2.864458116020957,0.5848411203750817,48,-0.289,FALSE,TRUE,Significant Decrease
134,7.015917227360214,GEO,2.9070286084298087,0.5935328077612797,49,-0.0012,FALSE,FALSE,None
134,7.015508470520835,GHA,2.906845336191168,0.5934953887671667,50,-0.0016,FALSE,FALSE,None
134,7.016735027729904,GMB,2.9074301866372334,0.5936147986437558,51,-4e-4,FALSE,FALSE,None
134,7.016735027729904,GNB,2.9074301866372334,0.5936147986437558,52,-4e-4,FALSE,FALSE,None
134,6.939952846953743,GRC,2.889179056493463,0.5898884354123669,53,-0.0772,FALSE,TRUE,Significant Decrease
134,7.016326079758364,GRD,2.907221776327296,0.5935722471683198,54,-8e-4,FALSE,FALSE,None
134,7.016735027729904,GUF,2.9074301866372334,0.5936147986437558,55,-4e-4,FALSE,FALSE,None
134,7.016326079758364,HKG,2.907221776327296,0.5935722471683198,56,-8e-4,FALSE,FALSE,None
134,6.998831536735851,HRV,2.901468916633409,0.5923976763516212,57,-0.0183,FALSE,FALSE,None
134,6.988338685522386,HUN,2.8988199515989024,0.5918568328077933,58,-0.0288,FALSE,FALSE,None
134,7.004508103846813,IDN,2.903065437943761,0.5927236407309314,59,-0.0126,FALSE,FALSE,None
134,6.4537470656181775,IND,2.8518426911793786,0.5822654083557329,60,-0.5634,FALSE,TRUE,Significant Decrease
134,6.974713699062781,IRL,2.8957673567577156,0.5912335795030982,61,-0.0424,FALSE,FALSE,None
134,6.677903914765994,IRN,2.860793087243247,0.584092825427226,62,-0.3392,FALSE,TRUE,Significant Decrease
134,7.005726936120718,IRQ,2.9034290989634393,0.5927978899988805,63,-0.0114,FALSE,FALSE,None
134,7.016735027729904,ISL,2.9074301866372334,0.5936147986437558,64,-4e-4,FALSE,FALSE,None
134,6.954085715328945,ISR,2.8916941387963706,0.5904019438988904,65,-0.0631,FALSE,FALSE,None
134,6.643815747659461,ITA,2.8586640405840926,0.5836581344724145,66,-0.3733,FALSE,TRUE,Significant Decrease
134,7.016735027729904,JAM,2.9074301866372334,0.5936147986437558,67,-4e-4,FALSE,FALSE,None
134,7.004508103846813,JOR,2.903065437943761,0.5927236407309314,68,-0.0126,FALSE,FALSE,None
134,6.614066257262038,JPN,2.8570335629735877,0.5833252371795057,69,-0.4031,FALSE,TRUE,Significant Decrease
134,7.012649847064341,KAZ,2.9057104649160213,0.5932636802341196,70,-0.0045,FALSE,FALSE,None
134,7.016735027729904,KEN,2.9074301866372334,0.5936147986437558,71,-4e-4,FALSE,FALSE,None
134,6.643815747659461,KOR,2.8586640405840926,0.5836581344724145,72,-0.3733,FALSE,TRUE,Significant Decrease
134,7.01346611919438,KWT,2.906015807082441,0.5933260224459703,73,-0.0037,FALSE,FALSE,None
134,7.016326079758364,LAO,2.907221776327296,0.5935722471683198,74,-8e-4,FALSE,FALSE,None
134,7.002073008020449,LBN,2.9023626525757797,0.5925801518875462,75,-0.0151,FALSE,FALSE,None
134,7.012241854169717,LKA,2.9055618967114136,0.5932333468196601,76,-0.0049,FALSE,FALSE,None
134,7.007353378624344,LTU,2.9039286940493785,0.5928998931485026,77,-0.0098,FALSE,FALSE,None
134,7.012649847064341,LUX,2.9057104649160213,0.5932636802341196,78,-0.0045,FALSE,FALSE,None
134,7.010610836720939,LVA,2.904990129953417,0.593116608261163,79,-0.0065,FALSE,FALSE,None
134,6.998831536735851,MAR,2.901468916633409,0.5923976763516212,80,-0.0183,FALSE,FALSE,None
134,7.016326079758364,MDA,2.907221776327296,0.5935722471683198,81,-8e-4,FALSE,FALSE,None
134,7.016735027729904,MDV,2.9074301866372334,0.5936147986437558,82,-4e-4,FALSE,FALSE,None
134,6.917436217559033,MEX,2.8855214449689015,0.5891416548572744,83,-0.0997,FALSE,TRUE,Significant Decrease
134,7.016326079758364,MLT,2.907221776327296,0.5935722471683198,84,-8e-4,FALSE,FALSE,None
134,7.016735027729904,MMR,2.9074301866372334,0.5936147986437558,85,-4e-4,FALSE,FALSE,None
134,7.016326079758364,MNE,2.907221776327296,0.5935722471683198,86,-8e-4,FALSE,FALSE,None
134,7.016735027729904,MNG,2.9074301866372334,0.5936147986437558,87,-4e-4,FALSE,FALSE,None
134,7.016326079758364,MOZ,2.907221776327296,0.5935722471683198,88,-8e-4,FALSE,FALSE,None
134,6.945434620876543,MYS,2.890132005534405,0.590083000583925,89,-0.0717,FALSE,FALSE,None
134,7.016735027729904,NER,2.9074301866372334,0.5936147986437558,90,-4e-4,FALSE,FALSE,None
134,7.004508103846813,NGA,2.903065437943761,0.5927236407309314,91,-0.0126,FALSE,FALSE,None
134,7.016735027729904,NIC,2.9074301866372334,0.5936147986437558,92,-4e-4,FALSE,FALSE,None
134,6.926715704446378,NLD,2.8869824173547447,0.589439943989936,93,-0.0904,FALSE,TRUE,Significant Decrease
134,6.98472145385641,NOR,2.8979736180527067,0.5916840354969862,94,-0.0324,FALSE,FALSE,None
134,7.015508470520835,NPL,2.906845336191168,0.5934953887671667,95,-0.0016,FALSE,FALSE,None
134,6.981111872934892,NZL,2.8971565617443265,0.5915172157679317,96,-0.036,FALSE,FALSE,None
134,7.01469124345996,OMN,2.906499365650907,0.593424751393469,97,-0.0025,FALSE,FALSE,None
134,6.965558515004272,PAK,2.893891418666307,0.5908505661404669,98,-0.0516,FALSE,FALSE,None
134,7.015917227360214,PAN,2.9070286084298087,0.5935328077612797,99,-0.0012,FALSE,FALSE,None
134,7.013874398458928,PER,2.9061731726161306,0.593358152025564,100,-0.0033,FALSE,FALSE,None
134,7.011426154648474,PHL,2.905271848115516,0.593174127121233,101,-0.0057,FALSE,FALSE,None
134,7.016735027729904,PNG,2.9074301866372334,0.5936147986437558,102,-4e-4,FALSE,FALSE,None
134,6.865476689649605,POL,2.878294558287369,0.5876661295284131,103,-0.1517,FALSE,TRUE,Significant Decrease
134,7.01428277320926,PRK,2.9063341837953987,0.5933910259426058,104,-0.0029,FALSE,FALSE,None
134,6.927103504147704,PRT,2.887044821250265,0.5894526850958255,105,-0.09,FALSE,TRUE,Significant Decrease
134,7.01469124345996,PSE,2.906499365650907,0.593424751393469,106,-0.0025,FALSE,FALSE,None
134,7.002884326212423,QAT,2.902593534233992,0.5926272913750841,107,-0.0143,FALSE,FALSE,None
134,6.995192144927755,ROU,2.900512588894592,0.5922024213457661,108,-0.022,FALSE,FALSE,None
134,6.851736220852353,RUS,2.876606649736392,0.5873215064660186,109,-0.1654,FALSE,TRUE,Significant Decrease
134,7.016735027729904,RWA,2.9074301866372334,0.5936147986437558,110,-4e-4,FALSE,FALSE,None
134,6.950934640647248,SAU,2.8911164460911603,0.5902839954300132,111,-0.0662,FALSE,FALSE,None
134,7.016326079758364,SDN,2.907221776327296,0.5935722471683198,112,-8e-4,FALSE,FALSE,None
134,7.01509980922562,SEN,2.9066694204187398,0.5934594717548484,113,-0.002,FALSE,FALSE,None
134,6.943866539546227,SGP,2.889856628006607,0.5900267763015791,114,-0.0733,FALSE,FALSE,None
134,6.992770151368839,SRB,2.8998996745362082,0.5920772816140848,115,-0.0244,FALSE,FALSE,None
134,7.002478619576334,SVK,2.902477691017236,0.5926036394751675,116,-0.0147,FALSE,FALSE,None
134,6.9976175520896575,SVN,2.901144819654668,0.5923315049389213,117,-0.0195,FALSE,FALSE,None
134,6.9517218493684965,SWE,2.891259802380863,0.5903132647192423,118,-0.0654,FALSE,FALSE,None
134,7.015508470520835,SYR,2.906845336191168,0.5934953887671667,119,-0.0016,FALSE,FALSE,None
134,7.016735027729904,TGO,2.9074301866372334,0.5936147986437558,120,-4e-4,FALSE,FALSE,None
134,6.9485752527642015,THA,2.8906905244617094,0.5901970343110613,121,-0.0686,FALSE,FALSE,None
134,7.016735027729904,TTO,2.9074301866372334,0.5936147986437558,122,-4e-4,FALSE,FALSE,None
134,6.985926347154814,TUN,2.898252309219093,0.5917409363303676,123,-0.0312,FALSE,FALSE,None
134,6.820273808098355,TUR,2.8730295508678343,0.5865911643121993,124,-0.1969,FALSE,TRUE,Significant Decrease
134,6.889536592321188,TWN,2.8814600338522895,0.5883124298759566,125,-0.1276,FALSE,TRUE,Significant Decrease
134,7.000451512311348,UKR,2.901910126391509,0.5924877588729205,126,-0.0167,FALSE,FALSE,None
134,7.01428277320926,URY,2.9063341837953987,0.5933910259426058,127,-0.0029,FALSE,FALSE,None
134,6.0560519118768354,USA,2.8830197765771457,0.5886308851110322,128,-0.9611,FALSE,TRUE,Significant Decrease
134,7.016326079758364,UZB,2.907221776327296,0.5935722471683198,129,-8e-4,FALSE,FALSE,None
134,7.012241854169717,VEN,2.9055618967114136,0.5932333468196601,130,-0.0049,FALSE,FALSE,None
134,6.98472145385641,VNM,2.8979736180527067,0.5916840354969862,131,-0.0324,FALSE,FALSE,None
134,7.016735027729904,XKX,2.9074301866372334,0.5936147986437558,132,-4e-4,FALSE,FALSE,None
134,7.015917227360214,YEM,2.9070286084298087,0.5935328077612797,133,-0.0012,FALSE,FALSE,None
134,6.9687372911969865,ZAF,2.8945292130773,0.5909807856733719,134,-0.0484,FALSE,FALSE,None
134,7.016735027729904,ZWE,2.9074301866372334,0.5936147986437558,135,-4e-4,FALSE,FALSE,None
