Richness,InvSimp,Shannon,Even,author,Dataset,BootType
43,14.649237472766885,3.191486910230135,0.8485288769703303,solo,All Countries,MirrorvPW
45,14.69239071775499,3.216240183035292,0.8448976476581059,solo,All Countries,MirrorvPW
43,10.768447837150127,3.017104822402237,0.802165460384148,solo,All Countries,MirrorvPW
45,16.424899598393573,3.2878018086272105,0.8636966942728839,solo,All Countries,MirrorvPW
37,14.890006706908112,3.108621749829142,0.8608951588026387,solo,All Countries,MirrorvPW
45,16.67791842475387,3.2596304897440618,0.8562961645545666,solo,All Countries,MirrorvPW
43,17.5440666204025,3.2673515908030475,0.8686992157556472,solo,All Countries,MirrorvPW
42,11.152453880960667,3.062475706131611,0.8193543086716532,solo,All Countries,MirrorvPW
41,11.320574162679424,2.9959533723995246,0.8067578381637145,solo,All Countries,MirrorvPW
45,11.304909560723516,3.0939069281009837,0.8127610305392898,solo,All Countries,MirrorvPW
37,13.51202565473009,3.0876006995904413,0.8550736334322911,solo,All Countries,MirrorvPW
40,12.329002320185614,3.0803497934244417,0.8350367182611929,solo,All Countries,MirrorvPW
43,9.03010033444816,2.912801954465963,0.7744341871926282,solo,All Countries,MirrorvPW
40,13.915273132664439,3.1183311349683733,0.8453328913989661,solo,All Countries,MirrorvPW
43,12.242038216560509,3.0043078689073535,0.7987631012697024,solo,All Countries,MirrorvPW
44,14.098912480580012,3.1754807860206924,0.8391442007975447,solo,All Countries,MirrorvPW
45,13.756947953511874,3.167559818260098,0.8321094467324885,solo,All Countries,MirrorvPW
46,12.378947368421054,3.164885800537837,0.8266341693531473,solo,All Countries,MirrorvPW
44,20.58646616541353,3.4080597334112857,0.9006049017375698,solo,All Countries,MirrorvPW
41,13.299640841457157,3.1259059204984108,0.8417517862451409,solo,All Countries,MirrorvPW
38,15.574257425742573,3.1484314306427854,0.8655276582863418,solo,All Countries,MirrorvPW
44,14.50187265917603,3.1574119456084264,0.834369376552398,solo,All Countries,MirrorvPW
43,14.278563656147988,3.2036190396432396,0.8517544775871344,solo,All Countries,MirrorvPW
42,15.142957252978276,3.196626847535404,0.8552459617882294,solo,All Countries,MirrorvPW
44,14.713387806411063,3.2027036959709423,0.8463380553830144,solo,All Countries,MirrorvPW
49,20.59180035650624,3.4526760716142624,0.8871622549711361,solo,All Countries,MirrorvPW
47,15.547632008709853,3.275253682826389,0.8506826287313431,solo,All Countries,MirrorvPW
45,11.804741980474198,3.086118100424657,0.8107149264527684,solo,All Countries,MirrorvPW
40,14.034889434889434,3.157914798520862,0.8560634300475912,solo,All Countries,MirrorvPW
39,11.821621621621624,2.995911390066427,0.817759240719054,solo,All Countries,MirrorvPW
42,13.047910295616717,3.132090732856147,0.8379795575122686,solo,All Countries,MirrorvPW
45,15.450969529085874,3.263356258678239,0.857274914035034,solo,All Countries,MirrorvPW
51,10.900515843773027,3.1709954566205933,0.8064944259553646,solo,All Countries,MirrorvPW
40,14.90179514255544,3.150764949942845,0.8541252131264491,solo,All Countries,MirrorvPW
49,17.285714285714285,3.347133008073086,0.8600430522699182,solo,All Countries,MirrorvPW
42,13.141683778234086,3.1073547794337832,0.8313615425594851,solo,All Countries,MirrorvPW
44,15.546820809248553,3.2181713084875696,0.8504254859858544,solo,All Countries,MirrorvPW
46,9.025419664268586,2.909879744707706,0.7600293272115003,solo,All Countries,MirrorvPW
48,14.24824355971897,3.2551456665705745,0.8408619592210644,solo,All Countries,MirrorvPW
46,14.155339805825244,3.1947641730646232,0.8344380792607675,solo,All Countries,MirrorvPW
46,12.908961593172117,3.169106814050025,0.8277366527343432,solo,All Countries,MirrorvPW
41,17.17461482024945,3.2780675835993143,0.8827262605162011,solo,All Countries,MirrorvPW
41,11.69192602616148,3.030024625998218,0.8159326307856686,solo,All Countries,MirrorvPW
43,14.7877447883765,3.2057427282467654,0.852319108167322,solo,All Countries,MirrorvPW
43,12.61000463177397,3.0908900263080934,0.8217829233311442,solo,All Countries,MirrorvPW
45,15.321601104209801,3.2480227571781173,0.853246844422525,solo,All Countries,MirrorvPW
47,12.844444444444447,3.166137676935517,0.8223418955494757,solo,All Countries,MirrorvPW
42,16.34480286738351,3.2570591513494946,0.8714144062966679,solo,All Countries,MirrorvPW
42,17.10502625656414,3.252871006862412,0.870293883373348,solo,All Countries,MirrorvPW
46,13.63765281173594,3.1968534362976198,0.8349837723713609,solo,All Countries,MirrorvPW
44,11.977562692476903,3.088124013324344,0.8160595297986718,solo,All Countries,MirrorvPW
40,15.520958083832337,3.2016033973776623,0.8679067552091325,solo,All Countries,MirrorvPW
42,15.852941176470587,3.220157414414956,0.8615414799272455,solo,All Countries,MirrorvPW
48,13.47852760736196,3.166678954026733,0.8180094355999533,solo,All Countries,MirrorvPW
36,13.487881981032666,3.0493576731835637,0.8509394607796661,solo,All Countries,MirrorvPW
46,13.954382368016402,3.2017853957660884,0.8362719471983351,solo,All Countries,MirrorvPW
42,13.18468899521531,3.1202069656136606,0.8348000985294962,solo,All Countries,MirrorvPW
45,16.619119878603943,3.2936941791760748,0.8652446041715678,solo,All Countries,MirrorvPW
42,12.795639162035057,3.0999144029428134,0.829370896715729,solo,All Countries,MirrorvPW
47,13.133140376266281,3.180021344381746,0.8259479046905441,solo,All Countries,MirrorvPW
41,14.720994475138122,3.187106383090506,0.8582320003066413,solo,All Countries,MirrorvPW
44,14.15503462972829,3.177139451854456,0.8395825154683785,solo,All Countries,MirrorvPW
39,10.593220338983052,2.9595847304983174,0.8078435731045929,solo,All Countries,MirrorvPW
46,13.411671087533156,3.1674194159585736,0.8272959224813091,solo,All Countries,MirrorvPW
38,14.799999999999999,3.1263705176661927,0.8594629461371587,solo,All Countries,MirrorvPW
45,11.732856541859485,3.0648697172556427,0.8051330333308762,solo,All Countries,MirrorvPW
44,14.45775012960083,3.2091945955865517,0.8480533234439569,solo,All Countries,MirrorvPW
45,18.17199654278306,3.3332860230569468,0.8756452750971535,solo,All Countries,MirrorvPW
44,15.67005076142132,3.2390761162313866,0.8559497354992626,solo,All Countries,MirrorvPW
47,11.660220073357786,3.1099864114642144,0.8077577104012588,solo,All Countries,MirrorvPW
41,13.146946564885495,3.0926780222644266,0.8328040944709852,solo,All Countries,MirrorvPW
45,12.884524372929482,3.1950883613514973,0.8393411209787284,solo,All Countries,MirrorvPW
39,14.896551724137929,3.16321662905502,0.863426614479597,solo,All Countries,MirrorvPW
43,14.2614063338701,3.201075087457809,0.8510781104417607,solo,All Countries,MirrorvPW
45,10.379332685455134,3.0189053258008967,0.7930583112933257,solo,All Countries,MirrorvPW
44,14.766441303011678,3.217752338775789,0.8503147701517363,solo,All Countries,MirrorvPW
42,11.215280709159984,3.0325151369149017,0.8113384666426646,solo,All Countries,MirrorvPW
44,14.932663910218547,3.2382174618064865,0.8557228297392542,solo,All Countries,MirrorvPW
46,15.738528769118718,3.2574804631176746,0.8508189004341903,solo,All Countries,MirrorvPW
39,15.09284332688588,3.1706465822011216,0.8654546827540728,solo,All Countries,MirrorvPW
41,11.8469475494411,3.094224137953621,0.8332204363815293,solo,All Countries,MirrorvPW
46,19.48754448398576,3.3376766639388653,0.8717652865059523,solo,All Countries,MirrorvPW
42,9.845225784212342,2.999738577588881,0.802569216635738,solo,All Countries,MirrorvPW
45,15.330058939096265,3.2849970152599015,0.8629598825973422,solo,All Countries,MirrorvPW
40,13.959574468085108,3.1048205231903268,0.8416703667905842,solo,All Countries,MirrorvPW
41,11.326186830015313,3.0266543213517716,0.8150250666975324,solo,All Countries,MirrorvPW
44,19.636363636363637,3.3481150815102523,0.884764085684447,solo,All Countries,MirrorvPW
46,14.397144368059227,3.2235567955551936,0.841958402923614,solo,All Countries,MirrorvPW
41,13.708145722472368,3.1116479879186,0.8379123744002365,solo,All Countries,MirrorvPW
40,11.809111617312073,3.0004284032937534,0.8133712257654817,solo,All Countries,MirrorvPW
46,13.989287964713295,3.2527143425757488,0.8495740409531491,solo,All Countries,MirrorvPW
40,19.929411764705883,3.3008599732401613,0.8948137271221901,solo,All Countries,MirrorvPW
40,13.588110403397025,3.101127783861606,0.8406693204363579,solo,All Countries,MirrorvPW
39,13.822894168466522,3.0798840829105174,0.8406802943153003,solo,All Countries,MirrorvPW
43,12.713513513513513,3.1018284265568923,0.8246911440884388,solo,All Countries,MirrorvPW
45,11.175438596491228,3.070812433278668,0.8066941688502439,solo,All Countries,MirrorvPW
38,13.859680284191828,3.0735371810261753,0.8449386615373978,solo,All Countries,MirrorvPW
43,15.02079002079002,3.176466117575247,0.8445352599882894,solo,All Countries,MirrorvPW
47,13.302212628170532,3.2088458951552354,0.8334345139729225,solo,All Countries,MirrorvPW
45,9.706452590124204,2.9622640663445168,0.7781788047416962,solo,All Countries,MirrorvPW
43,14.079399141630903,3.1852670489750223,0.8468751863758947,solo,All Countries,MirrorvPW
43,13.86780032912781,3.1730345909041384,0.8436229111194296,solo,All Countries,MirrorvPW
45,17.74196510560147,3.332462341333459,0.8754288961232619,solo,All Countries,MirrorvPW
47,14.81505376344086,3.245578471709549,0.8429750771809403,solo,All Countries,MirrorvPW
41,11.763888888888888,3.0181750503523395,0.8127417473362476,solo,All Countries,MirrorvPW
42,12.18882867861609,3.125397996623911,0.836188940118078,solo,All Countries,MirrorvPW
40,11.022354694485841,3.037998759839401,0.8235559870223854,solo,All Countries,MirrorvPW
44,12.764591439688717,3.1172235329588296,0.8237492923236949,solo,All Countries,MirrorvPW
44,10.725795531482737,3.0253554451751157,0.7994724730648801,solo,All Countries,MirrorvPW
43,12.171882522869524,3.0690249907265588,0.8159696097852089,solo,All Countries,MirrorvPW
41,15.730057434588383,3.233226742758283,0.8706514064308121,solo,All Countries,MirrorvPW
47,18.687707641196013,3.358691935511363,0.8723540713139378,solo,All Countries,MirrorvPW
46,9.476782017154688,2.9321812440576993,0.7658542392469926,solo,All Countries,MirrorvPW
40,14.602666666666664,3.1371600210313977,0.8504371205550655,solo,All Countries,MirrorvPW
46,13.445378151260504,3.189769437992431,0.8331335081205263,solo,All Countries,MirrorvPW
42,17.301737756714058,3.2759835676949023,0.8764775655049714,solo,All Countries,MirrorvPW
44,13.211834908005967,3.1302849903455257,0.8272008787002402,solo,All Countries,MirrorvPW
45,15.043956043956044,3.2208855635670823,0.8461179766324435,solo,All Countries,MirrorvPW
44,13.762702400893357,3.1643075391411615,0.8361915879635092,solo,All Countries,MirrorvPW
45,13.445378151260503,3.151116588367942,0.8277898544554364,solo,All Countries,MirrorvPW
47,14.21668472372698,3.2110348845083694,0.8340030608390638,solo,All Countries,MirrorvPW
43,14.121268656716415,3.135326343183452,0.8335973217966628,solo,All Countries,MirrorvPW
41,13.661473936488914,3.1437292355202104,0.8465512932162329,solo,All Countries,MirrorvPW
43,17.801520912547527,3.288231665540084,0.8742506552150674,solo,All Countries,MirrorvPW
42,16.853097345132745,3.283141191744989,0.8783925619549181,solo,All Countries,MirrorvPW
45,18.24960505529226,3.311137405787112,0.8698268928976927,solo,All Countries,MirrorvPW
39,9.540293637846656,2.893561733835374,0.7898220402247809,solo,All Countries,MirrorvPW
49,10.213898629263626,3.0605054968824468,0.7863943508306999,solo,All Countries,MirrorvPW
46,18.38235294117647,3.360498960670095,0.8777262252222703,solo,All Countries,MirrorvPW
44,11.197335553705246,3.115115879281014,0.8231923293060585,solo,All Countries,MirrorvPW
38,13.026156001868287,3.051270861220461,0.8388174814943692,solo,All Countries,MirrorvPW
48,13.484398216939079,3.2007761183048933,0.8268173389307504,solo,All Countries,MirrorvPW
45,16.180024660912455,3.2334217691044542,0.8494112041174282,solo,All Countries,MirrorvPW
47,16.5671388101983,3.310894757054765,0.8599396957104236,solo,All Countries,MirrorvPW
43,12.435456110154904,3.0590773344848112,0.813324800698811,solo,All Countries,MirrorvPW
43,10.015847216578626,3.072487761596262,0.8168902656299364,solo,All Countries,MirrorvPW
47,13.249261083743843,3.186562890553688,0.8276469424544564,solo,All Countries,MirrorvPW
44,11.691797845898924,3.0817026816114987,0.8143626455687458,solo,All Countries,MirrorvPW
48,19.378181818181822,3.404445208685404,0.879428683525524,solo,All Countries,MirrorvPW
42,9.186239620403322,2.8968279433932365,0.7750358483326002,solo,All Countries,MirrorvPW
42,17.333126165320074,3.252361622308643,0.8701575993766894,solo,All Countries,MirrorvPW
42,15.23869801084991,3.1907631785621224,0.8536771583432705,solo,All Countries,MirrorvPW
47,12.171378091872791,3.180452861640086,0.8260599827984452,solo,All Countries,MirrorvPW
44,9.778249336870028,2.9683355827565023,0.7844045541879995,solo,All Countries,MirrorvPW
48,16.947075208913652,3.3233068909585506,0.8584692144878197,solo,All Countries,MirrorvPW
44,12.955684007707129,3.147019677456732,0.8316231431029568,solo,All Countries,MirrorvPW
41,15.585618977020015,3.208742613168439,0.8640582586070853,solo,All Countries,MirrorvPW
42,14.74831184775936,3.1740920684238363,0.849216863068178,solo,All Countries,MirrorvPW
43,16.89523064894449,3.2531103507007555,0.8649128604264346,solo,All Countries,MirrorvPW
44,15.883755588673623,3.2567247096086605,0.8606135063682187,solo,All Countries,MirrorvPW
43,12.889130434782608,3.1456886856383033,0.8363523845787825,solo,All Countries,MirrorvPW
44,10.640066500415628,3.0983172163988764,0.8187531588343758,solo,All Countries,MirrorvPW
45,12.03164029975021,3.0708679409269624,0.8067087505601915,solo,All Countries,MirrorvPW
44,10.334554334554333,2.9880621452842555,0.7896174437194703,solo,All Countries,MirrorvPW
45,17.344359626802373,3.308940421270548,0.8692497509728523,solo,All Countries,MirrorvPW
41,10.44341727765381,2.9523921072103314,0.7950275514191104,solo,All Countries,MirrorvPW
40,13.973799126637555,3.1209666151990514,0.8460473306381607,solo,All Countries,MirrorvPW
40,9.368308351177731,2.9086124047067163,0.7884812829714332,solo,All Countries,MirrorvPW
49,17.16246153846154,3.332772060773073,0.8563530187637501,solo,All Countries,MirrorvPW
42,14.596218020022249,3.198796218295691,0.8558263690959474,solo,All Countries,MirrorvPW
43,14.467635402906208,3.2118623391993473,0.8539461449546091,solo,All Countries,MirrorvPW
38,12.163772876583764,3.0045523149527655,0.8259741991042664,solo,All Countries,MirrorvPW
42,16.669710806697108,3.260450104739293,0.8723216436226238,solo,All Countries,MirrorvPW
47,17.294117647058826,3.336489575734433,0.8665874457001382,solo,All Countries,MirrorvPW
41,14.00437636761488,3.150562389851373,0.8483913421525193,solo,All Countries,MirrorvPW
43,14.004917299955299,3.1475241990737146,0.8368403972818962,solo,All Countries,MirrorvPW
44,14.867935086737548,3.190823724936085,0.8431986854824218,solo,All Countries,MirrorvPW
38,11.614814814814814,2.9855446872919296,0.8207488582253948,solo,All Countries,MirrorvPW
41,9.886083938150835,2.9346054911156885,0.7902379268271665,solo,All Countries,MirrorvPW
42,16.312891986062716,3.2189997015306813,0.861231738028547,solo,All Countries,MirrorvPW
41,14.050237969328398,3.137218726824355,0.8447981271058379,solo,All Countries,MirrorvPW
44,11.274336283185841,3.0488586481570223,0.8056833676699613,solo,All Countries,MirrorvPW
45,18.81362568519969,3.3622156234540306,0.883245003330173,solo,All Countries,MirrorvPW
38,12.668683108422522,3.0389580422633466,0.8354325942596871,solo,All Countries,MirrorvPW
44,14.024460431654678,3.1818119361907047,0.8408172538901448,solo,All Countries,MirrorvPW
42,12.186647860836858,3.0888003686365564,0.8263973769985524,solo,All Countries,MirrorvPW
45,17.804804804804807,3.314671932181726,0.8707554034772653,solo,All Countries,MirrorvPW
39,18.59422750424448,3.272311629648932,0.8932050135162735,solo,All Countries,MirrorvPW
46,17.02836879432624,3.339489512999418,0.8722387832043412,solo,All Countries,MirrorvPW
44,10.817199459702834,3.115068640246822,0.8231798460431246,solo,All Countries,MirrorvPW
44,16.122730573710967,3.300190000085651,0.8720995297131919,solo,All Countries,MirrorvPW
41,16.16009852216749,3.2248070009400545,0.8683841172367448,solo,All Countries,MirrorvPW
46,13.270866141732284,3.1761834590604323,0.8295849963835804,solo,All Countries,MirrorvPW
42,10.74349442379182,3.0482374983092866,0.8155449276197068,solo,All Countries,MirrorvPW
46,18.65572315882875,3.3556930501752813,0.8764709730330157,solo,All Countries,MirrorvPW
41,10.18867924528302,2.957819826719818,0.796489141341695,solo,All Countries,MirrorvPW
39,12.53070003910833,3.0247361676669136,0.825627206481535,solo,All Countries,MirrorvPW
42,16.974862529457976,3.255401750570076,0.8709709747072862,solo,All Countries,MirrorvPW
42,19.380269058295966,3.3356242688801956,0.8924342195905952,solo,All Countries,MirrorvPW
47,12.040058801911062,3.1412204091241307,0.8158701260515169,solo,All Countries,MirrorvPW
42,10.738255033557047,3.089139175831312,0.826488023639202,solo,All Countries,MirrorvPW
42,13.618144541260893,3.1465057680949178,0.8418362481005051,solo,All Countries,MirrorvPW
38,9.599239061509195,2.863855174971447,0.7872954891567057,solo,All Countries,MirrorvPW
43,12.5368516833485,3.1062877340633817,0.8258767517055083,solo,All Countries,MirrorvPW
44,13.113475177304965,3.1453127222132964,0.8311720675997274,solo,All Countries,MirrorvPW
46,12.528274528757855,3.177945279383445,0.8300451649239479,solo,All Countries,MirrorvPW
45,15.348926802421577,3.2778376033464687,0.8610791243392428,solo,All Countries,MirrorvPW
40,10.273670557717251,2.981884053566324,0.8083441301506471,solo,All Countries,MirrorvPW
46,14.306930693069306,3.184394918153871,0.8317297412795032,solo,All Countries,MirrorvPW
50,13.718150516478111,3.2461631579561403,0.8297914284890225,solo,All Countries,MirrorvPW
44,18.77777777777778,3.316165380795225,0.8763211418032373,solo,All Countries,MirrorvPW
42,13.884302689180737,3.205502252405767,0.8576205442893012,solo,All Countries,MirrorvPW
44,13.988667026443606,3.173845680860597,0.8387121122083684,solo,All Countries,MirrorvPW
46,12.390889370932753,3.1250267994291674,0.8162234264861813,solo,All Countries,MirrorvPW
42,11.130882352941175,3.024016188114512,0.8090646036027598,solo,All Countries,MirrorvPW
41,13.171400587659157,3.1191352620130264,0.8399285663469491,solo,All Countries,MirrorvPW
46,15.519906323185012,3.301330866516325,0.8622721546979251,solo,All Countries,MirrorvPW
42,12.521739130434783,3.0909720234427307,0.8269783953944939,solo,All Countries,MirrorvPW
43,13.879518072289155,3.1815477327093555,0.8458863221433993,solo,All Countries,MirrorvPW
44,14.178444331469242,3.1640989705654605,0.8361364721802431,solo,All Countries,MirrorvPW
45,10.531300160513645,3.0575641832635645,0.8032138891956369,solo,All Countries,MirrorvPW
43,11.004909983633386,3.113013851974456,0.8276650420660796,solo,All Countries,MirrorvPW
41,15.401734104046245,3.173511349668125,0.8545710956094433,solo,All Countries,MirrorvPW
40,14.095890410958905,3.1540988214218246,0.8550289757786175,solo,All Countries,MirrorvPW
38,10.817715019255456,2.9646969367785094,0.8150176536303706,solo,All Countries,MirrorvPW
60,8.861018655777139,2.951856179968189,0.7209593953583,author_first,All Countries,MirrorvPW
64,8.96211687568299,2.950533595205943,0.7094533642966497,author_first,All Countries,MirrorvPW
57,11.338639299054002,3.1108496577276914,0.7694311676126373,author_first,All Countries,MirrorvPW
60,7.552946871596273,2.8598660858736458,0.6984917957958885,author_first,All Countries,MirrorvPW
62,9.473009179257097,3.045692177403199,0.7379677745506518,author_first,All Countries,MirrorvPW
62,8.865326130730027,2.959629396591638,0.7171148599657973,author_first,All Countries,MirrorvPW
63,8.333640652963826,2.923425514924346,0.7056071568955486,author_first,All Countries,MirrorvPW
58,8.172854961067575,2.944142599457207,0.7250791580648265,author_first,All Countries,MirrorvPW
62,10.64282433788634,3.128305910547752,0.7579849887814044,author_first,All Countries,MirrorvPW
61,8.916009975062344,3.0288600894969844,0.7367922708341434,author_first,All Countries,MirrorvPW
58,8.515620751712264,2.923079986221909,0.7198918883061842,author_first,All Countries,MirrorvPW
65,9.59112466665602,3.0416522182670294,0.7286463908613523,author_first,All Countries,MirrorvPW
63,8.907162244502299,3.007029306199644,0.7257860303323082,author_first,All Countries,MirrorvPW
62,9.25467314157639,3.0543260580176064,0.7400597540717676,author_first,All Countries,MirrorvPW
60,9.551562755686469,3.0294695945468835,0.7399156442521576,author_first,All Countries,MirrorvPW
62,9.56214849921011,3.0390496399541007,0.7363582952293174,author_first,All Countries,MirrorvPW
63,9.407418241385361,2.999098017060176,0.7238717094947679,author_first,All Countries,MirrorvPW
61,8.232687129779213,2.9387256663235037,0.7148664161006739,author_first,All Countries,MirrorvPW
58,8.9044261884043,2.9461694743326072,0.725578333861688,author_first,All Countries,MirrorvPW
60,10.75692881486721,3.0548514196782453,0.7461148843858669,author_first,All Countries,MirrorvPW
62,8.570703347751708,3.009978274854442,0.7293143363010595,author_first,All Countries,MirrorvPW
62,9.432285955953763,3.01300360465602,0.7300473702949464,author_first,All Countries,MirrorvPW
65,9.36319246459905,3.0615895127869512,0.733422491695049,author_first,All Countries,MirrorvPW
65,10.671978687333494,3.116297043671866,0.7465280152959493,author_first,All Countries,MirrorvPW
51,10.014180913599416,3.0197098867988816,0.7680172441183646,author_first,All Countries,MirrorvPW
62,9.360750695088045,3.025803179495656,0.7331486928217863,author_first,All Countries,MirrorvPW
64,9.172826138878715,3.024702123535021,0.7272871256317153,author_first,All Countries,MirrorvPW
63,9.235800751768432,3.017014058907574,0.7281959815811362,author_first,All Countries,MirrorvPW
61,8.858321997860568,2.9347902897238285,0.7139091070881127,author_first,All Countries,MirrorvPW
60,8.748306290919443,2.9949142201056778,0.7314758625200476,author_first,All Countries,MirrorvPW
63,8.452769285460363,2.981561786416863,0.7196391098325825,author_first,All Countries,MirrorvPW
56,9.139414776667797,2.9843236730634337,0.7413820958631336,author_first,All Countries,MirrorvPW
61,9.807841114263606,3.0435257474729456,0.7403597989219727,author_first,All Countries,MirrorvPW
53,9.332069957532308,2.988162976629326,0.7526305474994383,author_first,All Countries,MirrorvPW
56,9.622365220120852,3.0274724288836863,0.7521013470330538,author_first,All Countries,MirrorvPW
61,9.18053424310594,3.0061138712935405,0.7312590876339291,author_first,All Countries,MirrorvPW
61,9.041887422064807,2.9969873805619014,0.7290390023106655,author_first,All Countries,MirrorvPW
64,11.037434675957197,3.129831380424268,0.7525653685594584,author_first,All Countries,MirrorvPW
61,9.608024883359253,3.023036816242166,0.7353757172138613,author_first,All Countries,MirrorvPW
63,9.326111274654107,3.025323474285807,0.7302015681543418,author_first,All Countries,MirrorvPW
56,8.583574709617018,2.9181687974803205,0.7249475379249101,author_first,All Countries,MirrorvPW
66,8.929961203425812,2.9832199551929484,0.7120443422863154,author_first,All Countries,MirrorvPW
64,10.065272401253498,3.037021065716553,0.730249205097431,author_first,All Countries,MirrorvPW
60,9.9073698671447,3.064516744226913,0.7484755368423914,author_first,All Countries,MirrorvPW
55,7.783645435106591,2.8488739381742683,0.7109151663936327,author_first,All Countries,MirrorvPW
59,8.914647377938518,2.9723276918499413,0.7289516608345012,author_first,All Countries,MirrorvPW
61,9.315479998781342,3.011944466445833,0.732677422359085,author_first,All Countries,MirrorvPW
56,9.127233738384563,2.952206150684526,0.7334032843588295,author_first,All Countries,MirrorvPW
59,8.838305625142336,2.969725325934064,0.7283134408422443,author_first,All Countries,MirrorvPW
60,9.172963018950897,2.9787102489637736,0.7275182153568324,author_first,All Countries,MirrorvPW
58,8.262866015971605,2.917350423354985,0.7184808198951654,author_first,All Countries,MirrorvPW
58,9.469834911386258,3.0460276952940935,0.7501712713077053,author_first,All Countries,MirrorvPW
62,9.162374627270262,3.0249233941904867,0.7329355218360396,author_first,All Countries,MirrorvPW
63,9.093964742481852,3.0176332113057627,0.7283454221470547,author_first,All Countries,MirrorvPW
61,8.347968303064311,2.944216283297861,0.7162020486585611,author_first,All Countries,MirrorvPW
59,9.249089542748136,2.9568449758810806,0.725154585717018,author_first,All Countries,MirrorvPW
58,10.240884775688361,3.0675356575102994,0.7554682209657456,author_first,All Countries,MirrorvPW
61,9.532004539871577,2.994600587186086,0.7284583974430202,author_first,All Countries,MirrorvPW
58,8.21400368518031,2.8952657532458894,0.7130418394559045,author_first,All Countries,MirrorvPW
67,8.181360875498353,2.964187974004828,0.7049713837189315,author_first,All Countries,MirrorvPW
62,10.900833045971796,3.1252851738411027,0.7572530676892308,author_first,All Countries,MirrorvPW
61,8.618035820982527,2.9783750844662222,0.7245114257635262,author_first,All Countries,MirrorvPW
65,9.76145445671405,3.0254480049370645,0.7247645724572898,author_first,All Countries,MirrorvPW
61,9.607833708213757,3.034412405279523,0.7381429120763687,author_first,All Countries,MirrorvPW
63,10.08624876928126,3.064569186759969,0.739674036482289,author_first,All Countries,MirrorvPW
60,8.966272352932618,2.985691177093165,0.7292232326125376,author_first,All Countries,MirrorvPW
58,10.653102930127723,3.0538916315639533,0.7521079900966242,author_first,All Countries,MirrorvPW
71,10.290275073227406,3.1026086862023563,0.7278540204046114,author_first,All Countries,MirrorvPW
58,9.76414571152414,3.0173116782334235,0.7430991323844193,author_first,All Countries,MirrorvPW
58,9.891928693284084,2.9984584182109897,0.7384559789222318,author_first,All Countries,MirrorvPW
61,9.222860068577102,3.023525356387653,0.7354945581614624,author_first,All Countries,MirrorvPW
66,9.876151616716053,3.0625585665375454,0.730981132124569,author_first,All Countries,MirrorvPW
62,10.04966222095654,3.045241816285752,0.7378586525605662,author_first,All Countries,MirrorvPW
62,9.98413330300273,3.0127166840803445,0.72997784976353,author_first,All Countries,MirrorvPW
63,9.65105292255114,3.012195994866929,0.727033078523711,author_first,All Countries,MirrorvPW
64,8.455414420437249,2.991769246615879,0.7193684425961399,author_first,All Countries,MirrorvPW
63,8.961739237241297,3.019105838851082,0.7287008601529537,author_first,All Countries,MirrorvPW
55,9.447217095529354,2.9708163146898214,0.741344973669186,author_first,All Countries,MirrorvPW
62,11.137431208195748,3.1284709781397835,0.7580249844725138,author_first,All Countries,MirrorvPW
59,9.34667437121742,2.972680629067611,0.7290382172972009,author_first,All Countries,MirrorvPW
63,9.70937652638379,3.011718435896847,0.7269178133919643,author_first,All Countries,MirrorvPW
61,8.99448499594485,3.011596191693972,0.732592701989799,author_first,All Countries,MirrorvPW
58,10.053838548145315,3.0525310566551194,0.7517729096866049,author_first,All Countries,MirrorvPW
63,9.497779020283913,3.060813397948166,0.7387675275078454,author_first,All Countries,MirrorvPW
62,9.051923191960281,3.008605740569482,0.7289817727940572,author_first,All Countries,MirrorvPW
59,9.473923444976077,3.0067546852825537,0.7373947453938023,author_first,All Countries,MirrorvPW
62,9.12907293850592,2.9974422836524606,0.726276879791912,author_first,All Countries,MirrorvPW
58,8.788695536466726,2.9969353950888347,0.7380808910024655,author_first,All Countries,MirrorvPW
62,9.321536566244818,2.9856811532933625,0.7234271711898089,author_first,All Countries,MirrorvPW
61,10.707728605133337,3.1303478342419364,0.7614799037069077,author_first,All Countries,MirrorvPW
63,8.914575902303367,3.0164743650134844,0.7280657193691323,author_first,All Countries,MirrorvPW
56,9.030881595296544,2.9542113851404612,0.733901435727951,author_first,All Countries,MirrorvPW
61,8.535388097098364,2.948175020846557,0.7171650403920699,author_first,All Countries,MirrorvPW
62,8.521558389966374,2.953125829166531,0.7155390529243127,author_first,All Countries,MirrorvPW
62,9.87647807277971,3.088132034467362,0.7482509039825274,author_first,All Countries,MirrorvPW
61,9.909641873278236,3.03497531991528,0.7382798451602717,author_first,All Countries,MirrorvPW
58,8.325005282062117,2.902541078431726,0.7148335959629999,author_first,All Countries,MirrorvPW
61,8.311875546603767,2.9629293099391445,0.7207541286443688,author_first,All Countries,MirrorvPW
66,9.91954666754522,3.1011366189621694,0.7401890632788113,author_first,All Countries,MirrorvPW
57,8.238010561482918,2.8906743597082354,0.7149734614313893,author_first,All Countries,MirrorvPW
59,10.024257115250961,3.0647088048831623,0.7516077649915075,author_first,All Countries,MirrorvPW
56,9.49606899880124,3.0141963349626275,0.7488032267839299,author_first,All Countries,MirrorvPW
60,10.223213999036766,3.062759050513111,0.7480462388956529,author_first,All Countries,MirrorvPW
63,8.77453549659904,2.9815330085613287,0.719632163919057,author_first,All Countries,MirrorvPW
