Richness,InvSimp,Shannon,Even,author,Dataset,BootType
43,13.414448669201521,3.141682821240321,0.835287335053428,solo,All Countries,MirrorvPW
36,9.786150712830958,2.9428741160867746,0.8212246583953189,solo,All Countries,MirrorvPW
44,14.604852686308494,3.2026065878235697,0.8463123938393904,solo,All Countries,MirrorvPW
45,11.175793512382281,3.0426768346265436,0.7993030227405655,solo,All Countries,MirrorvPW
44,18.89038634321653,3.3418566797306566,0.8831102568901654,solo,All Countries,MirrorvPW
45,13.932354483481907,3.1736809070826526,0.8337174403066506,solo,All Countries,MirrorvPW
45,20.102123356926185,3.388032735102761,0.8900270891384391,solo,All Countries,MirrorvPW
42,16.705329153605017,3.2949127693411846,0.8815420050032318,solo,All Countries,MirrorvPW
46,15.050165016501648,3.24548141790789,0.8476848787363661,solo,All Countries,MirrorvPW
43,14.277720207253886,3.1753219423488233,0.8442310551623751,solo,All Countries,MirrorvPW
45,18.106583072100317,3.335022600528238,0.876101469329229,solo,All Countries,MirrorvPW
44,14.494353826850693,3.2297892137438153,0.8534956030730407,solo,All Countries,MirrorvPW
42,13.815411155836689,3.169215049846992,0.8479120343714447,solo,All Countries,MirrorvPW
44,11.262981574539364,3.078385801097983,0.8134861354478506,solo,All Countries,MirrorvPW
47,18.8303647158609,3.3553274843128973,0.8714802213875165,solo,All Countries,MirrorvPW
44,18.15290269828291,3.3217990816402434,0.8778098887715505,solo,All Countries,MirrorvPW
41,13.133465150766188,3.1043757591979495,0.8359540904111218,solo,All Countries,MirrorvPW
43,17.038372985418267,3.2946446005447756,0.8759556788265295,solo,All Countries,MirrorvPW
46,16.877128053293855,3.320041252703048,0.8671591065560649,solo,All Countries,MirrorvPW
44,13.40777666999003,3.1654547269616575,0.8364947407997767,solo,All Countries,MirrorvPW
46,19.734246575342464,3.3729385750754077,0.8809753188607395,solo,All Countries,MirrorvPW
41,11.823650034176348,3.033153679882401,0.8167752302634699,solo,All Countries,MirrorvPW
48,17.22012578616352,3.35379275637795,0.8663442551621476,solo,All Countries,MirrorvPW
44,13.184313725490194,3.1303356821524897,0.8272142743838258,solo,All Countries,MirrorvPW
42,11.921985815602836,3.071591764877815,0.8217932772475839,solo,All Countries,MirrorvPW
43,16.500818330605565,3.2610925621948903,0.8670351116357836,solo,All Countries,MirrorvPW
44,13.82775119617225,3.1500131494418397,0.8324141901367199,solo,All Countries,MirrorvPW
46,10.475182762601,3.099548317325038,0.8095687206870189,solo,All Countries,MirrorvPW
42,15.59801678108314,3.223138811861618,0.8623391420405789,solo,All Countries,MirrorvPW
39,11.798980335032775,2.945654316039582,0.8040411491782882,solo,All Countries,MirrorvPW
44,14.467475192943773,3.206799728232458,0.8474204620956174,solo,All Countries,MirrorvPW
43,12.930924548352817,3.1128570906926685,0.8276233635387571,solo,All Countries,MirrorvPW
42,16.868852459016395,3.2777761095637845,0.8769571536044957,solo,All Countries,MirrorvPW
43,11.943161634103019,3.0922504030388005,0.8221446102100292,solo,All Countries,MirrorvPW
39,15.090006618133684,3.1630237349316412,0.8633739624043734,solo,All Countries,MirrorvPW
39,9.979381443298971,2.962263015194342,0.8085746334646263,solo,All Countries,MirrorvPW
41,11.97506678539626,3.05380142131041,0.8223353058610693,solo,All Countries,MirrorvPW
45,15.023319615912206,3.281629462019502,0.8620752354163932,solo,All Countries,MirrorvPW
42,11.435980551053486,3.023917932257721,0.809038315603331,solo,All Countries,MirrorvPW
42,10.122744750073942,2.9755314381198614,0.7960926839452598,solo,All Countries,MirrorvPW
38,12.075372480280455,3.0131432505705447,0.8283359124054918,solo,All Countries,MirrorvPW
45,14.64497041420118,3.2459692217049385,0.8527073861756492,solo,All Countries,MirrorvPW
45,16.105882352941176,3.2835957637626243,0.8625917775969534,solo,All Countries,MirrorvPW
44,14.179794520547944,3.1238346562912898,0.8254963303878563,solo,All Countries,MirrorvPW
39,11.884865366759518,3.030039733866151,0.8270748595338154,solo,All Countries,MirrorvPW
46,12.923076923076923,3.1382036799450748,0.8196650861119668,solo,All Countries,MirrorvPW
46,16.86756756756757,3.298455241981275,0.8615210724634575,solo,All Countries,MirrorvPW
45,14.326903553299491,3.1753375077147648,0.8341526248381304,solo,All Countries,MirrorvPW
40,12.226304414942883,3.046179161476728,0.8257735714512298,solo,All Countries,MirrorvPW
41,14.372370665150653,3.1609783474277897,0.8511961773325891,solo,All Countries,MirrorvPW
39,14.230692575984056,3.06999690801779,0.8379815066742701,solo,All Countries,MirrorvPW
43,9.130835734870319,2.8862782546480026,0.7673822625403635,solo,All Countries,MirrorvPW
43,9.505002632964718,2.9118230367866436,0.7741739198180647,solo,All Countries,MirrorvPW
48,20.004757373929593,3.4311173689308703,0.8863185763960599,solo,All Countries,MirrorvPW
47,18.15926493108729,3.3695317184049896,0.8751694914003812,solo,All Countries,MirrorvPW
46,17.216095380029806,3.3177274738041547,0.8665547723656088,solo,All Countries,MirrorvPW
45,14.473846153846154,3.2214758416015066,0.8462730410848373,solo,All Countries,MirrorvPW
43,16.444444444444443,3.2437550456542983,0.862425541283956,solo,All Countries,MirrorvPW
47,15.763546798029559,3.2645329352311343,0.847898125718915,solo,All Countries,MirrorvPW
40,13.517064846416382,3.0570520820497302,0.828721057458363,solo,All Countries,MirrorvPW
47,17.636070853462154,3.374975533089843,0.876583415033448,solo,All Countries,MirrorvPW
45,14.056787932564331,3.1407102567932754,0.8250561391332528,solo,All Countries,MirrorvPW
44,14.668977469670711,3.203602324096044,0.8465755244879046,solo,All Countries,MirrorvPW
43,17.64,3.3024267093571993,0.8780247282184916,solo,All Countries,MirrorvPW
45,15.31230082855322,3.2494458526336616,0.8536206877720125,solo,All Countries,MirrorvPW
45,10.358129649309246,3.0609792940320113,0.8041110296113223,solo,All Countries,MirrorvPW
45,13.125110913930788,3.1626601924966993,0.8308223282194694,solo,All Countries,MirrorvPW
46,13.258823529411766,3.202294024842166,0.8364047956485827,solo,All Countries,MirrorvPW
43,17.341148886283705,3.2765312454393816,0.8711398342694116,solo,All Countries,MirrorvPW
48,11.328317373461013,3.114500775821693,0.8045308851299526,solo,All Countries,MirrorvPW
42,10.698488464598249,3.0602225352045638,0.8187514809321372,solo,All Countries,MirrorvPW
45,13.220494053064959,3.111006273287168,0.8172529825397983,solo,All Countries,MirrorvPW
45,13.934861278648977,3.2344377192387843,0.8496780914858408,solo,All Countries,MirrorvPW
43,17.926545454545455,3.2965360497036724,0.8764585633050779,solo,All Countries,MirrorvPW
39,10.498800137127185,2.9239783379136024,0.7981245084281922,solo,All Countries,MirrorvPW
45,12.04460966542751,3.136370219410741,0.8239160229831614,solo,All Countries,MirrorvPW
41,14.72946330777656,3.1454580054552888,0.8470168207202171,solo,All Countries,MirrorvPW
39,12.486536675951715,3.021394947535818,0.824715192312311,solo,All Countries,MirrorvPW
42,10.714285714285714,3.0555126400333483,0.817491365498666,solo,All Countries,MirrorvPW
43,14.148837209302323,3.171338869375667,0.8431720652520703,solo,All Countries,MirrorvPW
45,14.24187256176853,3.25024924089827,0.8538317357088252,solo,All Countries,MirrorvPW
41,10.995911692559279,3.067883870208557,0.8261274630200508,solo,All Countries,MirrorvPW
38,11.522048364153626,2.9713653145833576,0.8168508412201733,solo,All Countries,MirrorvPW
42,14.75438596491228,3.168632723576703,0.847756235082112,solo,All Countries,MirrorvPW
40,10.090087375715576,2.9545747185369,0.8009409782262957,solo,All Countries,MirrorvPW
43,15.022106631989598,3.2222977354394047,0.8567206307354948,solo,All Countries,MirrorvPW
45,13.223689640940982,3.136819417902117,0.8240340262189573,solo,All Countries,MirrorvPW
43,10.502514247401944,3.0375668096759374,0.8076057418486526,solo,All Countries,MirrorvPW
46,16.823348694316437,3.3365063161017647,0.8714596042244585,solo,All Countries,MirrorvPW
48,20.08928571428571,3.4203864811609668,0.8835465974314785,solo,All Countries,MirrorvPW
44,12.401440144014403,3.1931754999726856,0.8438201593682761,solo,All Countries,MirrorvPW
43,10.215482841181165,3.0096710430544684,0.8001890222476205,solo,All Countries,MirrorvPW
41,16.172989377845223,3.200315531606621,0.8617889929484558,solo,All Countries,MirrorvPW
48,18.859387923904052,3.387249614333062,0.8749867559935022,solo,All Countries,MirrorvPW
46,17.693053311793214,3.3599532436672837,0.8775836898040116,solo,All Countries,MirrorvPW
43,10.012464046021092,2.9409659072264156,0.781922210135874,solo,All Countries,MirrorvPW
40,9.56787983824379,2.9028005363977347,0.7869057724725742,solo,All Countries,MirrorvPW
47,13.048020219039595,3.105921579537336,0.8067019503766111,solo,All Countries,MirrorvPW
41,13.988689288090486,3.202096163993413,0.8622684861035118,solo,All Countries,MirrorvPW
44,16.757861635220127,3.29817887446296,0.8715680749455277,solo,All Countries,MirrorvPW
46,10.636900853578464,3.054139332217016,0.7977083816253187,solo,All Countries,MirrorvPW
43,18.988538681948427,3.3035905228783746,0.8783341543286098,solo,All Countries,MirrorvPW
47,18.774674115456236,3.386135901729809,0.8794821009526604,solo,All Countries,MirrorvPW
38,13.392857142857142,3.0790720742870996,0.8464602456368218,solo,All Countries,MirrorvPW
42,16.08645753634277,3.2401053475166983,0.8668784773451457,solo,All Countries,MirrorvPW
43,15.205098493626883,3.2157672484541804,0.8549843532750172,solo,All Countries,MirrorvPW
45,13.211834908005967,3.177816088871396,0.834803741443107,solo,All Countries,MirrorvPW
42,17.393700787401574,3.267639276048485,0.8742450804277457,solo,All Countries,MirrorvPW
42,12.730713943459511,3.112400217349016,0.8327114312416074,solo,All Countries,MirrorvPW
42,13.40270727580372,3.1096975753754603,0.8319883491477981,solo,All Countries,MirrorvPW
46,13.411913175164056,3.215344612271381,0.8398134688769459,solo,All Countries,MirrorvPW
44,14.13128205128205,3.1501464983051797,0.8324494285566301,solo,All Countries,MirrorvPW
41,15.614457831325304,3.200564781066389,0.8618561114681157,solo,All Countries,MirrorvPW
47,15.947601476014759,3.3397093456728175,0.8674237175191601,solo,All Countries,MirrorvPW
44,11.636898920510303,3.098889549545701,0.8189044020864832,solo,All Countries,MirrorvPW
43,14.28154269972452,3.1912811929967644,0.8484741823975762,solo,All Countries,MirrorvPW
42,10.871582435791217,3.11037569346521,0.832169777192276,solo,All Countries,MirrorvPW
39,15.292993630573248,3.179098261615132,0.8677616398167276,solo,All Countries,MirrorvPW
43,12.591760299625468,3.1261099599255124,0.8311469381493041,solo,All Countries,MirrorvPW
45,10.225145199863341,3.0303128724314345,0.7960550431184333,solo,All Countries,MirrorvPW
46,18.702728127939793,3.337224616962505,0.8716472166922646,solo,All Countries,MirrorvPW
44,18.524229074889867,3.3404008139757124,0.8827255336347833,solo,All Countries,MirrorvPW
42,18.657580919931856,3.298122987366907,0.8824008872356311,solo,All Countries,MirrorvPW
43,12.32140015910899,3.0843064433510254,0.8200325291073436,solo,All Countries,MirrorvPW
43,19.662477558348293,3.350063526334803,0.8906900519216467,solo,All Countries,MirrorvPW
48,15.561679790026247,3.3091264549007966,0.8548061559130264,solo,All Countries,MirrorvPW
39,14.08382066276803,3.1078488094824905,0.8483135019075668,solo,All Countries,MirrorvPW
38,13.520643806857942,3.1189116703634103,0.8574124524923997,solo,All Countries,MirrorvPW
40,9.534830166954519,2.914049283132509,0.7899551393263025,solo,All Countries,MirrorvPW
42,17.165562913907287,3.27117815462781,0.8751918946036199,solo,All Countries,MirrorvPW
43,14.823529411764707,3.1809945161970883,0.8457392370388448,solo,All Countries,MirrorvPW
46,15.549490101979604,3.273303677281369,0.8549517539780621,solo,All Countries,MirrorvPW
44,14.435564435564435,3.1978437348442728,0.8450537748376874,solo,All Countries,MirrorvPW
39,12.659555152065368,3.0640306734931344,0.8363529727226281,solo,All Countries,MirrorvPW
43,13.389795918367348,3.1354861510086547,0.8336398103163606,solo,All Countries,MirrorvPW
42,15.083288263926448,3.2016962981274655,0.8566022749752654,solo,All Countries,MirrorvPW
44,11.94813378574891,3.12062377359666,0.8246478309717991,solo,All Countries,MirrorvPW
46,10.92057761732852,3.1373648998540844,0.8194460057635801,solo,All Countries,MirrorvPW
42,10.730756632820176,2.999826956773817,0.8025928621673024,solo,All Countries,MirrorvPW
47,15.639046538024973,3.2814521294357903,0.8522925531422016,solo,All Countries,MirrorvPW
49,19.18841832324978,3.3880677181280197,0.8705611920912265,solo,All Countries,MirrorvPW
43,10.87917737789203,3.0313421673369128,0.8059507800950749,solo,All Countries,MirrorvPW
40,13.209494324045409,3.0745641881728285,0.8334683272840464,solo,All Countries,MirrorvPW
43,15.005861664712777,3.174377143610332,0.84397985907883,solo,All Countries,MirrorvPW
35,13.34126984126984,3.03424520738811,0.8534312688690733,solo,All Countries,MirrorvPW
41,10.464864864864865,2.959148996500585,0.7968470635139033,solo,All Countries,MirrorvPW
38,13.101330603889458,3.0533107640889505,0.8393782662507756,solo,All Countries,MirrorvPW
46,13.417190775681341,3.1836757742314417,0.8315419086130412,solo,All Countries,MirrorvPW
44,10.410227696901828,3.077845626072953,0.8133433902164309,solo,All Countries,MirrorvPW
42,17.66189339697693,3.2865676605750656,0.8793093013085826,solo,All Countries,MirrorvPW
47,13.856388595564942,3.1836888425269847,0.8269004650920231,solo,All Countries,MirrorvPW
47,19.016246953696182,3.372849474264417,0.8760312131322842,solo,All Countries,MirrorvPW
42,11.933675652545999,3.1451324027050545,0.8414688091532141,solo,All Countries,MirrorvPW
46,14.799140708915143,3.2314348809095583,0.84401607418047,solo,All Countries,MirrorvPW
42,17.440677966101692,3.2546640993460927,0.870773618787872,solo,All Countries,MirrorvPW
40,12.949248120300751,3.0655775333671347,0.831032179690318,solo,All Countries,MirrorvPW
43,14.835616438356166,3.227625645767177,0.8581371760305833,solo,All Countries,MirrorvPW
44,19.023853211009172,3.3380802388350923,0.8821123045513832,solo,All Countries,MirrorvPW
44,13.645962732919253,3.156000681562556,0.8339964396273503,solo,All Countries,MirrorvPW
40,14.220028208744711,3.173620124812764,0.8603209089072993,solo,All Countries,MirrorvPW
40,14.843891402714934,3.152172550253316,0.8545067924998009,solo,All Countries,MirrorvPW
42,15.210807204803201,3.2296956335205893,0.8640933959818309,solo,All Countries,MirrorvPW
45,12.09254498714653,3.1167634612829915,0.8187653803453024,solo,All Countries,MirrorvPW
43,13.830817282665276,3.1496188295810743,0.8373973021109213,solo,All Countries,MirrorvPW
40,9.608089260808928,3.02382528823145,0.8197137710366761,solo,All Countries,MirrorvPW
44,19.307971014492754,3.3426345925450347,0.8833158260845329,solo,All Countries,MirrorvPW
45,11.151848151848151,3.0811526406439733,0.8094105135204354,solo,All Countries,MirrorvPW
46,11.402451481103167,3.0823713251593015,0.8050822748732406,solo,All Countries,MirrorvPW
45,18.36010533245556,3.3003236924473933,0.8669861594812739,solo,All Countries,MirrorvPW
43,18.161194029850744,3.3053120161890543,0.8787918522063423,solo,All Countries,MirrorvPW
43,11.900884955752213,3.067084292830118,0.8154536314174684,solo,All Countries,MirrorvPW
50,13.182286302780637,3.2733316828641956,0.8367363071030689,solo,All Countries,MirrorvPW
45,14.34218415417559,3.1629071350520856,0.8308871993647443,solo,All Countries,MirrorvPW
47,17.352839931153184,3.334987996897472,0.8661974401750789,solo,All Countries,MirrorvPW
44,12.954168698196,3.1269164488110723,0.8263107167738238,solo,All Countries,MirrorvPW
47,17.44529456771232,3.347088547016624,0.869340319713977,solo,All Countries,MirrorvPW
44,15.190013869625519,3.2830457203862173,0.8675690274503647,solo,All Countries,MirrorvPW
44,14.335078534031412,3.2000028348276612,0.8456243329207275,solo,All Countries,MirrorvPW
41,13.672091910004786,3.102983389042799,0.8355791494835888,solo,All Countries,MirrorvPW
45,14.918414918414918,3.19324558729681,0.8388570291897559,solo,All Countries,MirrorvPW
45,13.624328285295555,3.1837679149940405,0.8363672701611479,solo,All Countries,MirrorvPW
49,15.99048751486326,3.319647829464448,0.8529807584065604,solo,All Countries,MirrorvPW
41,15.38931297709924,3.183409039694063,0.8572363704036717,solo,All Countries,MirrorvPW
