Richness,InvSimp,Shannon,Even,author,Dataset,BootType
16,11.076923076923077,2.6117052050708596,0.9419735369049056,solo,All Countries,OAinPWvPW
16,10.795918367346939,2.604795405253925,0.9394813534225488,solo,All Countries,OAinPWvPW
16,11.076923076923077,2.6117052050708596,0.9419735369049056,solo,All Countries,OAinPWvPW
18,5.405144694533762,2.2873029275274512,0.7913525038012158,solo,All Countries,OAinPWvPW
14,8.672131147540984,2.426984030718372,0.9196405108305077,solo,All Countries,OAinPWvPW
12,7.199999999999999,2.2421211072699836,0.902295910174843,solo,All Countries,OAinPWvPW
14,7.911392405063291,2.3758321851581528,0.9002578907615165,solo,All Countries,OAinPWvPW
15,10.245901639344261,2.522417744211443,0.9314516190227152,solo,All Countries,OAinPWvPW
14,8.396825396825397,2.404234111424261,0.9110200390283937,solo,All Countries,OAinPWvPW
17,12.902439024390246,2.7135785408057047,0.9577741635653761,solo,All Countries,OAinPWvPW
15,9.92063492063492,2.5088258212678114,0.9264325381585201,solo,All Countries,OAinPWvPW
14,8.561643835616438,2.400691131139898,0.909677521666378,solo,All Countries,OAinPWvPW
17,12.30232558139535,2.690828621511594,0.9497444402330907,solo,All Countries,OAinPWvPW
18,16.03030303030303,2.8341258765552606,0.9805402605435627,solo,All Countries,OAinPWvPW
18,13.714285714285715,2.773717975021311,0.9596405609222519,solo,All Countries,OAinPWvPW
16,11.755555555555556,2.6305549536368162,0.948772146599433,solo,All Countries,OAinPWvPW
18,13.564102564102566,2.7738522086804824,0.9596870025811164,solo,All Countries,OAinPWvPW
12,8.320754716981133,2.306336270507494,0.92813799291183,solo,All Countries,OAinPWvPW
15,4.848484848484848,2.100680253021355,0.7757168800513197,solo,All Countries,OAinPWvPW
16,12,2.636391438937797,0.9508772136994196,solo,All Countries,OAinPWvPW
16,10.285714285714285,2.5681011930904805,0.9262467139431666,solo,All Countries,OAinPWvPW
13,6.260869565217392,2.2102535776209726,0.8617143146281854,solo,All Countries,OAinPWvPW
15,6.530864197530865,2.3519365335570375,0.8684981292443434,solo,All Countries,OAinPWvPW
15,9.680000000000001,2.5124369629358285,0.9277660221783317,solo,All Countries,OAinPWvPW
15,4.349397590361446,2.0644748470506133,0.7623473324868004,solo,All Countries,OAinPWvPW
13,4.881355932203389,2.1031188448404357,0.8199455629493743,solo,All Countries,OAinPWvPW
14,9.057971014492754,2.435212979834112,0.9227586504114087,solo,All Countries,OAinPWvPW
16,13.564102564102566,2.690828621511594,0.9705112770342156,solo,All Countries,OAinPWvPW
13,6.720430107526881,2.2552657335560933,0.8792632599140556,solo,All Countries,OAinPWvPW
13,9.8,2.4254797046832532,0.945624792796567,solo,All Countries,OAinPWvPW
16,12.902439024390246,2.6680787022174832,0.9623059780976562,solo,All Countries,OAinPWvPW
15,11.79245283018868,2.587976380224867,0.9556604154426415,solo,All Countries,OAinPWvPW
15,4.5785953177257515,2.0980794643047602,0.7747564884324581,solo,All Countries,OAinPWvPW
17,5.155932203389831,2.26385066593887,0.7990399560584418,solo,All Countries,OAinPWvPW
14,4.790419161676646,2.052941690399244,0.7779071971500283,solo,All Countries,OAinPWvPW
14,8.727272727272728,2.419500631817432,0.9168048775091084,solo,All Countries,OAinPWvPW
17,13.88888888888889,2.733401777808672,0.9647708964603959,solo,All Countries,OAinPWvPW
16,10.666666666666666,2.5899031990806702,0.9341101254240362,solo,All Countries,OAinPWvPW
14,7.246575342465753,2.3396897693851755,0.8865626915828588,solo,All Countries,OAinPWvPW
18,11.792452830188678,2.709702993296412,0.9374928972004427,solo,All Countries,OAinPWvPW
14,9,2.438364304899865,0.923952760531863,solo,All Countries,OAinPWvPW
15,8.642857142857144,2.4763540198306746,0.9144416963994123,solo,All Countries,OAinPWvPW
18,15.114285714285716,2.81137595726115,0.972669328635942,solo,All Countries,OAinPWvPW
15,11.755555555555556,2.593031205056149,0.9575270074390618,solo,All Countries,OAinPWvPW
15,9.280701754385964,2.484248069504369,0.9173567271733918,solo,All Countries,OAinPWvPW
14,9.981132075471699,2.4724838693065934,0.9368814544347358,solo,All Countries,OAinPWvPW
16,4.8682842287694985,2.0131125830581578,0.726076885082294,solo,All Countries,OAinPWvPW
16,4.798107255520505,2.130379400018645,0.768371948904726,solo,All Countries,OAinPWvPW
16,13.564102564102566,2.690828621511594,0.9705112770342156,solo,All Countries,OAinPWvPW
17,13.090909090909092,2.7159557099746485,0.9586131999810173,solo,All Countries,OAinPWvPW
13,9.981132075471699,2.426984030718372,0.9462112862611426,solo,All Countries,OAinPWvPW
17,11.792452830188678,2.675181144602198,0.9442215674348869,solo,All Countries,OAinPWvPW
14,4.236768802228412,1.9726672621372736,0.7474893553846608,solo,All Countries,OAinPWvPW
12,6.530864197530863,2.1816186850549526,0.8779479443387047,solo,All Countries,OAinPWvPW
19,14.534883720930232,2.8307134037546313,0.9613761479804875,solo,All Countries,OAinPWvPW
15,11.755555555555556,2.593031205056149,0.9575270074390618,solo,All Countries,OAinPWvPW
15,12,2.6004311798813244,0.9602595915034797,solo,All Countries,OAinPWvPW
17,4.349397590361446,2.1218464025620154,0.7489186816846766,solo,All Countries,OAinPWvPW
16,12,2.636391438937797,0.9508772136994196,solo,All Countries,OAinPWvPW
17,14.399999999999999,2.7519159690311215,0.9713055936307627,solo,All Countries,OAinPWvPW
14,9.618181818181819,2.461498150210258,0.9327187108016005,solo,All Countries,OAinPWvPW
17,9.135135135135135,2.5742406100696797,0.9085939876254522,solo,All Countries,OAinPWvPW
17,4.819277108433735,2.2075049106660662,0.7791523766811206,solo,All Countries,OAinPWvPW
14,5.252100840336134,2.186938238780991,0.8286815955983113,solo,All Countries,OAinPWvPW
16,13.714285714285715,2.694153703984459,0.971710547032753,solo,All Countries,OAinPWvPW
13,9.057971014492752,2.376992346627638,0.9267209661324796,solo,All Countries,OAinPWvPW
13,6.5820895522388065,2.2638576869792812,0.8826130154942949,solo,All Countries,OAinPWvPW
15,7.999999999999998,2.4372099084001597,0.8999869749121286,solo,All Countries,OAinPWvPW
17,5.155932203389831,2.26385066593887,0.7990399560584418,solo,All Countries,OAinPWvPW
15,10.285714285714285,2.532140934034008,0.9350420952327232,solo,All Countries,OAinPWvPW
14,6.578947368421053,2.276195659306675,0.8625033013733415,solo,All Countries,OAinPWvPW
16,13.564102564102566,2.690828621511594,0.9705112770342156,solo,All Countries,OAinPWvPW
